rank,site_id,friendly_name,site_name,site_name_from_volume_csv,signal_type,municipality,total_cleaned_volume,latitude,longitude,has_coordinates,percentile_rank,traffic_band,volume_ratio,lookup_source,google_maps_url
4530,32010,Jells Road / Waverley Road,JELLS ROAD / WAVERLEY ROAD,2025-09,INT,MSH,2001962,-37.892099,145.191684,True,2.6649473457984096,green,0.002968,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.892099,145.191684"
4531,2080,Cameron St / Cloverton Boulevard,Cameron St / Cloverton Boulevard,2025-02,INT,HUM,1952869,-37.52758,144.963834,True,2.643455834945197,green,0.002895,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.52758,144.963834"
4532,32233,2025-05,2025-05,2025-05,,,1915249,,,False,2.6219643240919837,green,0.00284,,https://www.google.com/maps/search/?api=1&query=SCATS%2032233%202025-05%20Victoria
4533,6246,Midland Hwy near Chute Street,Midland Hwy near Chute Street,2025-09,POS,GBO,1874106,-36.615117,144.505092,True,2.6004728132387704,green,0.002779,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.615117,144.505092"
4534,7667,2014-01,2014-01,2014-01,,,1870507,,,False,2.5789813023855577,green,0.002773,,https://www.google.com/maps/search/?api=1&query=SCATS%207667%202014-01%20Victoria
4535,32058,2025-10,2025-10,2025-10,,,1785898,,,False,2.557489791532345,green,0.002648,,https://www.google.com/maps/search/?api=1&query=SCATS%2032058%202025-10%20Victoria
4536,1968,Ferris Road / Wembley Avenue,Ferris Road/Wembley Avenue,2024-08,INT,MLT,1781058,-37.724612,144.598522,True,2.5359982806791317,green,0.002641,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.724612,144.598522"
4537,7662,2014-01,2014-01,2014-01,,,1672773,,,False,2.5145067698259185,green,0.00248,,https://www.google.com/maps/search/?api=1&query=SCATS%207662%202014-01%20Victoria
4538,32041,2026-02,2026-02,2026-02,,,1534698,,,False,2.493015258972706,green,0.002275,,https://www.google.com/maps/search/?api=1&query=SCATS%2032041%202026-02%20Victoria
4539,4918,Canterbury / Mills,CANTERBURY/MILLS,2014-01,INT,PTP,1454246,-37.844057,144.960308,True,2.471523748119493,green,0.002156,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.844057,144.960308"
4540,2286,Mount Ridley Road / Brossard Road,Mount Ridley Road/Brossard Road,2025-09,INT,HUM,1447536,-37.563056,144.885769,True,2.4500322372662797,green,0.002146,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.563056,144.885769"
4541,2532,Haughton Road nr Thomas St (Bus Lane),Haughton Road nr Thomas St (Bus Lane),2018-10,POS,MSH,1405161,-37.92517,145.120831,True,2.4285407264130665,green,0.002083,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.92517,145.120831"
4542,32106,Mount Atkinson Road / Riding Boundary Road,Mount Atkinson Road/Riding Boundary Road,2024-08,INT,MLT,1272829,-37.776967,144.701821,True,2.407049215559854,green,0.001887,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.776967,144.701821"
4543,32043,2026-02,2026-02,2026-02,,,1236152,,,False,2.385557704706641,green,0.001833,,https://www.google.com/maps/search/?api=1&query=SCATS%2032043%202026-02%20Victoria
4544,1360,FOOTSCRAY (SERVICE RD) near APPLETON DK RD,FOOTSCRAY (SERVICE RD) NR APPLETON DK RD,2014-01,POS,MBN,1234803,-37.808357,144.926644,True,2.3640661938534278,green,0.001831,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.808357,144.926644"
4545,2267,2025-11,2025-11,2025-11,,,1220719,,,False,2.3425746830002145,green,0.00181,,https://www.google.com/maps/search/?api=1&query=SCATS%202267%202025-11%20Victoria
4546,3156,2025-11,2025-11,2025-11,,,1218523,,,False,2.321083172147002,green,0.001807,,https://www.google.com/maps/search/?api=1&query=SCATS%203156%202025-11%20Victoria
4547,32194,2025-08,2025-08,2025-08,,,1173296,,,False,2.299591661293789,green,0.00174,,https://www.google.com/maps/search/?api=1&query=SCATS%2032194%202025-08%20Victoria
4548,32105,Riding Boundary Road / Evolution Road,Riding Boundary Road / Evolution Road,2024-08,INT,MLT,1150685,-37.773706,144.663688,True,2.278100150440576,green,0.001706,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.773706,144.663688"
4549,32177,2025-07,2025-07,2025-07,,,1139120,,,False,2.256608639587363,green,0.001689,,https://www.google.com/maps/search/?api=1&query=SCATS%2032177%202025-07%20Victoria
4550,2392,2026-01,2026-01,2026-01,,,1090921,,,False,2.2351171287341502,green,0.001617,,https://www.google.com/maps/search/?api=1&query=SCATS%202392%202026-01%20Victoria
4551,32197,2026-02,2026-02,2026-02,,,1069407,,,False,2.213625617880937,green,0.001585,,https://www.google.com/maps/search/?api=1&query=SCATS%2032197%202026-02%20Victoria
4552,32073,2025-09,2025-09,2025-09,,,1023614,,,False,2.192134107027724,green,0.001518,,https://www.google.com/maps/search/?api=1&query=SCATS%2032073%202025-09%20Victoria
4553,2124,Ison Road / Plane Avenue,Ison Road/Plane Avenue,2022-02,INT,WYN,1000739,-37.885911,144.601705,True,2.170642596174511,green,0.001484,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.885911,144.601705"
4554,32102,2025-02,2025-02,2025-02,,,941165,,,False,2.1491510853212983,green,0.001395,,https://www.google.com/maps/search/?api=1&query=SCATS%2032102%202025-02%20Victoria
4555,32282,2026-01,2026-01,2026-01,,,864490,,,False,2.127659574468085,green,0.001282,,https://www.google.com/maps/search/?api=1&query=SCATS%2032282%202026-01%20Victoria
4556,2091,Ison / Callaway,Ison/Callaway,2021-10,INT,WYN,827622,-37.881883,144.591175,True,2.106168063614872,green,0.001227,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.881883,144.591175"
4557,3743,TYLER near BOWDEN,TYLER NR BOWDEN,2016-05,POS,DAR,783697,-37.730738,145.010639,True,2.084676552761659,green,0.001162,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.730738,145.010639"
4558,32182,Ballarto Road / Potts Road Skye,Ballarto Road/Potts Road Skye,2024-12,INT,FRA,777904,-38.118327,145.20309,True,2.0631850419084463,green,0.001153,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.118327,145.20309"
4559,2275,Ison Road / Black Forest Road,ISON ROAD /BLACK FOREST ROAD,2022-10,INT,WYN,681575,-37.897659,144.59354,True,2.041693531055233,green,0.00101,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.897659,144.59354"
4560,32101,2025-09,2025-09,2025-09,,,615013,,,False,2.0202020202020203,green,0.000912,,https://www.google.com/maps/search/?api=1&query=SCATS%2032101%202025-09%20Victoria
4561,3464,2025-06,2025-06,2025-06,,,566062,,,False,1.9987105093488073,green,0.000839,,https://www.google.com/maps/search/?api=1&query=SCATS%203464%202025-06%20Victoria
4562,2240,2025-04,2025-04,2025-04,,,546914,,,False,1.9772189984955941,green,0.000811,,https://www.google.com/maps/search/?api=1&query=SCATS%202240%202025-04%20Victoria
4563,3366,2025-06,2025-06,2025-06,,,530119,,,False,1.9557274876423811,green,0.000786,,https://www.google.com/maps/search/?api=1&query=SCATS%203366%202025-06%20Victoria
4564,6620,Brandy Creek / Albert,BRANDY CREEK/ALBERT,2026-02,INT,BAW,476155,-38.158953,145.930326,True,1.9342359767891684,green,0.000706,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.158953,145.930326"
4565,32042,Bells Road / Heather Grove,Bells Road / Heather Grove,2024-04,INT,CAS,447443,-38.115848,145.369198,True,1.9127444659359554,green,0.000663,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.115848,145.369198"
4566,7987,2017-04,2017-04,2017-04,,,322435,,,False,1.8912529550827424,green,0.000478,,https://www.google.com/maps/search/?api=1&query=SCATS%207987%202017-04%20Victoria
4567,6248,2026-03,2026-03,2026-03,,,286650,,,False,1.8697614442295292,green,0.000425,,https://www.google.com/maps/search/?api=1&query=SCATS%206248%202026-03%20Victoria
4568,4708,WAVERLEY near SAVIO,WAVERLEY NR SAVIO,2019-01,POS,MSH,270071,-37.881575,145.100863,True,1.8482699333763164,green,0.0004,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.881575,145.100863"
4569,4705,Ring Road South At Monash Uni,RING ROAD SOUTH AT MONASH UNI,2017-05,POS,MSH,192126,-37.913666,145.132195,True,1.8267784225231034,green,0.000285,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.913666,145.132195"
4570,32110,Mount Atkinson Road / Collective St,Mount Atkinson Road/ Collective St,2024-08,INT,MLT,148115,-37.777021,144.702937,True,1.8052869116698904,green,0.00022,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.777021,144.702937"
4571,32057,2026-04,2026-04,2026-04,,,134572,,,False,1.7837954008166772,green,0.0002,,https://www.google.com/maps/search/?api=1&query=SCATS%2032057%202026-04%20Victoria
4572,32202,2025-11,2025-11,2025-11,,,132206,,,False,1.7623038899634644,green,0.000196,,https://www.google.com/maps/search/?api=1&query=SCATS%2032202%202025-11%20Victoria
4573,3492,2016-12,2016-12,2016-12,,,117563,,,False,1.7408123791102514,green,0.000174,,https://www.google.com/maps/search/?api=1&query=SCATS%203492%202016-12%20Victoria
4574,534,2014-01,2014-01,2014-01,,,108185,,,False,1.7193208682570384,green,0.00016,,https://www.google.com/maps/search/?api=1&query=SCATS%20534%202014-01%20Victoria
4575,1591,2019-07,2019-07,2019-07,,,88260,,,False,1.6978293574038257,green,0.000131,,https://www.google.com/maps/search/?api=1&query=SCATS%201591%202019-07%20Victoria
4576,32151,2025-11,2025-11,2025-11,,,71274,,,False,1.6763378465506125,green,0.000106,,https://www.google.com/maps/search/?api=1&query=SCATS%2032151%202025-11%20Victoria
4577,7232,2014-01,2014-01,2014-01,,,70336,,,False,1.6548463356973995,green,0.000104,,https://www.google.com/maps/search/?api=1&query=SCATS%207232%202014-01%20Victoria
4578,5101,Separation / Douro,SEPARATION/DOURO,2016-05,INT,GLG,66580,-38.111559,144.349801,True,1.6333548248441865,green,9.9e-05,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.111559,144.349801"
4579,1314,2014-01,2014-01,2014-01,,,46972,,,False,1.6118633139909737,green,7e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%201314%202014-01%20Victoria
4580,32223,2026-01,2026-01,2026-01,,,41267,,,False,1.5903718031377605,green,6.1e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%2032223%202026-01%20Victoria
4581,32040,2023-10,2023-10,2023-10,,,40149,,,False,1.5688802922845475,green,6e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%2032040%202023-10%20Victoria
4582,388,2014-01,2014-01,2014-01,,,39514,,,False,1.5473887814313347,green,5.9e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%20388%202014-01%20Victoria
4583,443,2014-01,2014-01,2014-01,,,35188,,,False,1.5258972705781215,green,5.2e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%20443%202014-01%20Victoria
4584,3978,2019-07,2019-07,2019-07,,,34916,,,False,1.5044057597249088,green,5.2e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%203978%202019-07%20Victoria
4585,553,2014-01,2014-01,2014-01,,,34669,,,False,1.4829142488716958,green,5.1e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%20553%202014-01%20Victoria
4586,7233,2014-01,2014-01,2014-01,,,32778,,,False,1.4614227380184828,green,4.9e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%207233%202014-01%20Victoria
4587,1137,2014-01,2014-01,2014-01,,,32523,,,False,1.4399312271652698,green,4.8e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%201137%202014-01%20Victoria
4588,32186,2025-12,2025-12,2025-12,,,30011,,,False,1.4184397163120568,green,4.4e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%2032186%202025-12%20Victoria
4589,3944,2019-07,2019-07,2019-07,,,22171,,,False,1.3969482054588438,green,3.3e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%203944%202019-07%20Victoria
4590,2990,Mcg Access / Brunton,MCG ACCESS/BRUNTON,2014-01,INT,MBN,21336,-37.820687,144.98245,True,1.3754566946056308,green,3.2e-05,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.820687,144.98245"
4591,4683,WESTGARTH near GREEN,WESTGARTH NR GREEN,2019-02,POS,DAR,19033,-37.78212,145.00551,True,1.3539651837524178,green,2.8e-05,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.78212,145.00551"
4592,193,2014-01,2014-01,2014-01,,,18991,,,False,1.3324736728992048,green,2.8e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%20193%202014-01%20Victoria
4593,5855,2019-01,2019-01,2019-01,,,18945,,,False,1.3109821620459918,green,2.8e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%205855%202019-01%20Victoria
4594,7231,2014-01,2014-01,2014-01,,,17003,,,False,1.2894906511927788,green,2.5e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%207231%202014-01%20Victoria
4595,6266,2021-04,2021-04,2021-04,,,16432,,,False,1.2679991403395658,green,2.4e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%206266%202021-04%20Victoria
4596,2777,2019-07,2019-07,2019-07,,,15896,,,False,1.246507629486353,green,2.4e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%202777%202019-07%20Victoria
4597,1538,2019-07,2019-07,2019-07,,,14745,,,False,1.2250161186331399,green,2.2e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%201538%202019-07%20Victoria
4598,1574,2015-09,2015-09,2015-09,,,11782,,,False,1.203524607779927,green,1.7e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%201574%202015-09%20Victoria
4599,1543,Scoresby Road / Bayswater CFA,Scoresby Road / Bayswater CFA,2018-10,INT,KNO,10147,-37.840256,145.270908,True,1.1820330969267139,green,1.5e-05,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.840256,145.270908"
4600,3359,2014-01,2014-01,2014-01,,,9887,,,False,1.160541586073501,green,1.5e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%203359%202014-01%20Victoria
4601,1756,Falconer Road / Yeoman Crt / CFA station,Falconer Road / Yeoman Crt / CFA station,2019-07,INT,MAN,8061,-37.770613,145.221726,True,1.139050075220288,green,1.2e-05,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.770613,145.221726"
4602,3847,CHADSTONE near ABBOTSFORD,CHADSTONE NR ABBOTSFORD,2019-07,POS,STO,7106,-37.881417,145.079251,True,1.1175585643670751,green,1.1e-05,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.881417,145.079251"
4603,32059,2026-03,2026-03,2026-03,,,6850,,,False,1.096067053513862,green,1e-05,,https://www.google.com/maps/search/?api=1&query=SCATS%2032059%202026-03%20Victoria
4604,7230,2014-01,2014-01,2014-01,,,6194,,,False,1.0745755426606491,green,9e-06,,https://www.google.com/maps/search/?api=1&query=SCATS%207230%202014-01%20Victoria
4605,872,2019-07,2019-07,2019-07,,,4192,,,False,1.053084031807436,green,6e-06,,https://www.google.com/maps/search/?api=1&query=SCATS%20872%202019-07%20Victoria
4606,1110,2014-01,2014-01,2014-01,,,3999,,,False,1.0315925209542232,green,6e-06,,https://www.google.com/maps/search/?api=1&query=SCATS%201110%202014-01%20Victoria
4607,4508,VICTORIA near O'CONNELL,VICTORIA NR O'CONNELL,2014-01,POS,MBN,2904,-37.806081,144.957835,True,1.0101010101010102,green,4e-06,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.806081,144.957835"
4608,2689,2019-07,2019-07,2019-07,,,2420,,,False,0.9886094992477971,green,4e-06,,https://www.google.com/maps/search/?api=1&query=SCATS%202689%202019-07%20Victoria
4609,6633,2019-07,2019-07,2019-07,,,734,,,False,0.9671179883945842,green,1e-06,,https://www.google.com/maps/search/?api=1&query=SCATS%206633%202019-07%20Victoria
4610,684,MANNINGHAM near DERRECK,MANNINGHAM NR DERRECK,2014-01,POS,MAN,671,-37.766404,145.090355,True,0.9456264775413712,green,1e-06,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.766404,145.090355"
4611,462,GALLAGHERS near TOWNSEND,GALLAGHERS NR TOWNSEND,2016-04,POS,MSH,563,-37.884151,145.177358,True,0.9241349666881582,green,1e-06,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.884151,145.177358"
4612,2977,2014-12,2014-12,2014-12,,,558,,,False,0.9026434558349452,green,1e-06,,https://www.google.com/maps/search/?api=1&query=SCATS%202977%202014-12%20Victoria
4613,2066,Burwood Hwy / Rutherford Rd / Ambo Station,Burwood Hwy/Rutherford Rd/Ambo Station,2019-07,INT,YRG,538,-37.906236,145.341622,True,0.8811519449817322,green,1e-06,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.906236,145.341622"
4614,4056,BELMORE near BUCHANAN,BELMORE NR BUCHANAN,2014-05,POS,BOR,378,-37.802521,145.075722,True,0.8596604341285192,green,1e-06,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.802521,145.075722"
4615,4714,FERNTREE GULLY near MACRINA,FERNTREE GULLY NR MACRINA,2014-11,POS,MSH,350,-37.897903,145.114383,True,0.8381689232753062,green,1e-06,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.897903,145.114383"
4616,477,CAPITAL near WESTLANDS,CAPITAL NR WESTLANDS,2016-02,POS,MSH,269,-37.86968,145.178909,True,0.8166774124220932,green,0.0,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.86968,145.178909"
4617,2051,OLD CALDER Highway near KENNEDY,OLD CALDER HWY NR KENNEDY,2019-01,POS,BRM,257,-37.7187,144.833713,True,0.7951859015688802,green,0.0,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.7187,144.833713"
4618,5183,Bridge / Water / Baxter,BRIDGE/WATER/BAXTER,2019-07,INT,GBO,208,-36.752617,144.283762,True,0.7736943907156674,green,0.0,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.752617,144.283762"
