site_id,name,lat,lng,ooh_total_12yr_movements,ooh_annual_avg_movements,ooh_daily_avg_movements,ooh_peak_hour_estimate,ooh_dataset_period,ooh_exposure_summary,parcel_parcel_spi,parcel_parcel_pfi,parcel_parcel_plan_number,parcel_parcel_lot_number,parcel_parcel_road,parcel_parcel_crown_status,parcel_parcel_status,prop_prop_pfi,prop_prop_ufi,prop_prop_property_type,prop_prop_status,vicplan_url,google_street_view_url,prop_objectid,prop_prop_lga_code,prop_prop_propnum,prop_prop_multi_assessment,prop_prop_task_id,prop_prop_pfi_created,prop_prop_ufi_old,prop_prop_ufi_created,prop_propv_task_id,prop_propv_ufi,prop_propv_pfi,prop_propv_base_pfi,prop_propv_centroid_pfi,prop_propv_graphic_type,prop_propv_z_level,prop_propv_pfi_created,prop_propv_ufi_old,prop_propv_ufi_created,prop_shape__area,prop_shape__length,parcel_objectid,parcel_parcel_ufi,parcel_parcel_spi_code,parcel_parcel_desc_type,parcel_parcel_multi,parcel_parcel_lga_code,parcel_parcel_accessory_lot,parcel_parcel_allotment,parcel_parcel_sec,parcel_parcel_block,parcel_parcel_portion,parcel_parcel_subdivision,parcel_parcel_parish_code,parcel_parcel_township_code,parcel_parcel_p_number,parcel_parcel_further_description,parcel_parcel_part,parcel_parcel_crefno,parcel_parcel_reg_date,parcel_parcel_id,parcel_parcel_task_id,parcel_parv_ufi,parcel_parv_pfi,parcel_parv_centroid_pfi,parcel_parv_status,parcel_parv_z_level,parcel_parv_horiz_pos_uncertainty,parcel_parcel_pfi_created,parcel_parcel_ufi_old,parcel_parcel_ufi_created,parcel_parv_task_id,parcel_parv_pfi_created,parcel_parv_ufi_old,parcel_parv_ufi_created,parcel_shape__area,parcel_shape__length,ooh_advertising_context
2104,EASTERN HWY/WELLINGTON,-37.794388,144.988164,367296762,29934536,81956,8196,2014-01-01 to 2026-04-07,"367,296,762 vehicle movements across 2014-01-01 to 2026-04-07; approximately 29,934,536 per year, 81,956 per day, and an indicative 8,196 vehicles in a major peak hour.",1\PS414480,53012786,PS414480,1,N,,A,865233,276533750,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.794388,144.988164",2326216,376,117875,N,,,,1143199428000,400577,777585366,3339257,,29379620,P,G,,415530637.0,1688273524000,233.65625,80.87082645774917,4121757,777755485,101,15,N,376,,,,,,,,,,,N,,1018310400000.0,fbf973f6-d1af-11ed-ae2c-49522cbbc521,400577.0,845397952,4821070,42643102,A,G,0.26,1000981639000,308724083.0,1688376105000,1005,,777554076,1715330699000,162.4765625,51.825970614595455,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
4744,TOORAK NR SURREY,-37.839857,144.998594,290075067,23641000,64726,6473,2014-01-01 to 2026-04-07,"290,075,067 vehicle movements across 2014-01-01 to 2026-04-07; approximately 23,641,000 per year, 64,726 per day, and an indicative 6,473 vehicles in a major peak hour.",14\PS332433,50249768,PS332433,14,N,,A,50249762,87683836,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.839857,144.998594",1230537,363,49975,N,,,,943888115000,414169,830484658,4768339,208461758.0,42337859,P,G,,722291811.0,1708222266000,2048.296875,284.15401452509883,1275446,722513122,101,15,Y,363,,,,,,,,,,,N,35605,782352000000.0,c5b3a9ad-75b5-11ed-8e01-f55a47062940,386222.0,830484639,4768339,42337859,A,G,1.18,878922697000,543677958.0,1676881011000,414169,,722257343,1708222264000,2048.296875,284.15401452509883,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2407,PHE/LORNE (X LAKESIDE),-37.850738,144.978351,375739484,30622615,83840,8384,2014-01-01 to 2026-04-07,"375,739,484 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,622,615 per year, 83,840 per day, and an indicative 8,384 vehicles in a major peak hour.",2116\PP3084D,209821090,,,Y,G,A,421678006,493749000,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.850738,144.978351",1121735,358,254857,Y,50507.0,,,1424180363000,468319,868082017,4252616,219062721.0,220711672,P,G,,743049739.0,1749048918000,840765.8203125,7483.992298303081,3949128,517345770,101,14,N,358,,2116,,,,,3084.0,3084D,P378380,,N,,,,118159.0,743018554,209821089,209821088,A,G,11.21,1188471452000,317377624.0,1471420766000,392259,1188471452000.0,581826612,1681619209000,153231.2578125,17899.577518988306,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2336,NEPEAN/DENDY,-37.922877,145.024464,368801497,30057172,82292,8229,2014-01-01 to 2026-04-07,"368,801,497 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,057,172 per year, 82,292 per day, and an indicative 8,229 vehicles in a major peak hour.",1\TP545123,204885340,TP545123,1,N,,A,52933049,512527907,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.922877,145.024464",2263038,306,103925,Y,1004.0,,313051693.0,1463142637000,376766,702992902,3457041,218946145.0,30246656,P,G,,512145986.0,1669530125000,426436.75,3638.519376201696,2200957,703314804,101,15,N,306,,,,,,,,,,,N,,,836bf316-53b9-48e1-b2e0-6f53b55000a9,376766.0,838282643,204885339,204885337,A,G,0.88,1127390813000,311050159.0,1669801199000,1005,1127390813000.0,702946392,1711455858000,44203.1328125,993.4981754075768,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2101,EASTERN HWY/QUEENS/BRUNSWICK,-37.793121,144.979346,497445056,40541569,110997,11100,2014-01-01 to 2026-04-07,"497,445,056 vehicle movements across 2014-01-01 to 2026-04-07; approximately 40,541,569 per year, 110,997 per day, and an indicative 11,100 vehicles in a major peak hour.",304\PS710975,221087176,PS710975,304,N,,A,208254967,280552562,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.793121,144.979346",3901780,376,311550,Y,,1160476746000.0,,1160476746000,400577,777584647,173939416,219088744.0,173939415,P,G,1091020085000.0,481981597.0,1688273523000,361.1640625,101.80029672293676,497400,777737104,101,15,Y,376,N,,,,,,,,,,N,,1398988800000.0,074c8c97-d1b0-11ed-9bcb-2de7cee6e49d,400577.0,777553072,221087155,221087154,A,G,1.88,1363592272000,484948117.0,1688376032000,400577,1363592272000.0,481981592,1688273376000,931.34375,128.7244465584088,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2172,WRR/PASCOE VALE,-37.694667,144.915258,375339204,30589992,83751,8375,2014-01-01 to 2026-04-07,"375,339,204 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,589,992 per year, 83,751 per day, and an indicative 8,375 vehicles in a major peak hour.",1\TP972182,213944437,TP972182,1,N,,A,422282932,869483325,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.694667,144.915258",498501,351,56804,Y,1004.0,,498524588.0,1751023085000,471930,869634216,219002595,219055647.0,219003864,P,G,1326455935000.0,869297515.0,1751381393000,109416.1796875,5890.736136944217,4145374,869482171,102,15,N,351,,,,,,,,,,,N,,,,1005.0,869634208,213944436,213944435,A,G,18.16,1257766711000,864668644.0,1751021817000,471930,1257766711000.0,869297505,1751381391000,193563.5078125,8688.672230409706,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
5296,PHW/FEDERATION TRAIL,-37.819275,144.840111,381968735,31130296,85230,8523,2014-01-01 to 2026-04-07,"381,968,735 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,130,296 per year, 85,230 per day, and an indicative 8,523 vehicles in a major peak hour.",1\TP447993,52464402,TP447993,1,N,,A,421642745,523091200,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.819275,144.840111",3478468,308,1023480,Y,1005.0,,495276321.0,1480937922000,353320,696655788,421361028,421642761.0,421361031,P,G,1418344787000.0,677990761.0,1667777465000,116670.84375,1589.9496029951324,2168342,697184388,101,15,N,308,,,,,,,,,,,N,41917,,6695b15c-6977-45ff-a35f-e284815ea3a5,353320.0,837228782,4641591,41693062,A,G,0.68,896098469000,292438041.0,1667889744000,1005,,696569781,1710931385000,4379.75,308.62763472535966,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2315,NEPEAN/MARTIN/GARDENVALE,-37.897608,145.005663,387977284,31619991,86571,8657,2014-01-01 to 2026-04-07,"387,977,284 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,619,991 per year, 86,571 per day, and an indicative 8,657 vehicles in a major peak hour.",8\RP12638,212023366,RP12638,8,N,,A,212023368,292444113,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.897608,145.005663",3245494,306,,N,,1225882929000.0,,1225882929000,376766,702978387,4551052,217934811.0,40362480,P,G,,413453720.0,1669530100000,958.1796875,339.14352269902525,3342552,703318520,101,15,Y,306,,,,,,,,,,,N,,277344000000.0,208f2de8-3486-11ed-b29a-2f9ce751e390,376766.0,702934406,4551052,40362480,A,G,0.43,1225882928000,314369452.0,1669801220000,376766,,416306362,1669529893000,958.1796875,339.14352269902525,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2498,PHW NR WALES,-37.805355,144.880191,321827244,26228789,71811,7181,2014-01-01 to 2026-04-07,"321,827,244 vehicle movements across 2014-01-01 to 2026-04-07; approximately 26,228,789 per year, 71,811 per day, and an indicative 7,181 vehicles in a major peak hour.",109\PS746280,425295211,PS746280,109,N,,A,425295252,538397047,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.805355,144.880191",703988,341,152232,N,164516.0,1480985534000.0,531629408.0,1505269836000,395854,757708788,425295303,425295304.0,425295308,P,G,1480985558000.0,531629440.0,1684646522000,10167.3359375,459.3100691044806,2040070,757881102,101,15,Y,341,N,,,,,,,,,,N,80344,1494460800000.0,8d623b52-69f1-11ed-843b-57d4490eff83,395854.0,757671672,425295301,425295306,A,G,0.1,1480985532000,531629346.0,1684748233000,395854,1480985557000.0,531629308,1684646379000,10167.3359375,459.3100691044806,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3393,PUNT/SWAN,-37.824602,144.988855,489568230,39899611,109239,10924,2014-01-01 to 2026-04-07,"489,568,230 vehicle movements across 2014-01-01 to 2026-04-07; approximately 39,899,611 per year, 109,239 per day, and an indicative 10,924 vehicles in a major peak hour.",1\TP877248,211417461,TP877248,1,N,,A,210212263,290201637,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.824602,144.988855",1126583,376,319230,N,,1196330147000.0,,1215204756000,400577,777601732,3158424,,28071339,P,G,,415658498.0,1688273545000,726.4296875,142.94534770449582,1914726,311688624,101,15,N,376,,,,,,,,,,,N,,,,,880342515,211417460,211417388,A,S,0.3,1215180526000,301806567.0,1327325807000,494493,1215180526000.0,878093136,1771732853000,1934.96875,235.7051212701219,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2406,PHE/QUEENS,-37.836233,144.973047,381814908,31117759,85196,8520,2014-01-01 to 2026-04-07,"381,814,908 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,117,759 per year, 85,196 per day, and an indicative 8,520 vehicles in a major peak hour.",723\PS500424,202440310,PS500424,723,N,,A,421678006,493749000,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.836233,144.973047",1121735,358,254857,Y,50507.0,,,1424180363000,468319,868082017,4252616,219062721.0,220711672,P,G,,743049739.0,1749048918000,840765.8203125,7483.992298303081,51201,743580555,101,15,Y,358,N,,,,,,,,,,N,77625,,19500a49-9071-11ed-8fe3-bfc09f12b812,392259.0,743015988,150609825,150609824,A,G,3.35,1097508179000,743178242.0,1682067647000,392259,,418612331,1681619205000,7025.1640625,391.5121663582232,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3390,PUNT/BRIDGE/HODDLE/WELLINGTON,-37.817555,144.990013,385989403,31457979,86127,8613,2014-01-01 to 2026-04-07,"385,989,403 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,457,979 per year, 86,127 per day, and an indicative 8,613 vehicles in a major peak hour.",30\PS310669,50189395,PS310669,30,N,,A,212418187,294534644,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.817555,144.990013",547665,376,374120,N,,1232375316000.0,,1235561045000,400577,777597253,210391082,219090362.0,210391043,P,G,1200298773000.0,687709435.0,1688273539000,2148.4921875,186.32900347924308,4135943,729698205,101,15,Y,343,,,,,,,,,,,N,31648,769651200000.0,1e0cec41-5eed-11ed-8769-c9ff6c1bb280,388080.0,801235542,2631296,24311322,A,G,0.32,878393491000,269565608.0,1678102078000,1005,,800709769,1695725957000,8235.7421875,610.0473344427486,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3389,HODDLE/FREEMAN,-37.815331,144.990367,344377178,28066600,76842,7684,2014-01-01 to 2026-04-07,"344,377,178 vehicle movements across 2014-01-01 to 2026-04-07; approximately 28,066,600 per year, 76,842 per day, and an indicative 7,684 vehicles in a major peak hour.",12\SP27785,218847943,SP27785,12,N,,A,2014386,318366104,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.815331,144.990367",1955559,376,177020,N,,,295267907.0,1370639708000,400577,777596260,2502376,,23487018,P,G,,415656015.0,1688273538000,1468.1640625,160.49093608039962,480967,777735622,101,15,Y,376,Y,,,,,,,,,,N,,571363200000.0,16068ab6-d1b0-11ed-85d2-d5b97b817797,400577.0,777564127,2502171,23483416,A,G,0.1,1323683212000,312051924.0,1688376025000,400577,,730516363,1688273390000,766.9296875,111.0947915838096,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3681,MONASH/WARRIGAL,-37.883239,145.090011,406633229,33140442,90734,9073,2014-01-01 to 2026-04-07,"406,633,229 vehicle movements across 2014-01-01 to 2026-04-07; approximately 33,140,442 per year, 90,734 per day, and an indicative 9,073 vehicles in a major peak hour.",1\TP167498,2011486,TP167498,1,N,,A,2011488,104314644,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.883239,145.090011",1662675,363,18631,N,,,,991151000000,386222,722323337,2654775,,24440201,P,G,,678841217.0,1676781712000,1764.6015625,184.3981555521641,112819,722466334,101,15,N,363,,,,,,,,,,,N,22118,,7e56eef3-801e-45c6-911c-e164c07757ab,386222.0,843592453,2654774,24440199,A,G,2.22,878429485000,543715875.0,1676880732000,1005,,722287652,1714557782000,1804.828125,203.669062581278,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2421,PHE/DARLING/KOORNANG,-37.883888,145.058073,387026675,31542516,86359,8636,2014-01-01 to 2026-04-07,"387,026,675 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,542,516 per year, 86,359 per day, and an indicative 8,636 vehicles in a major peak hour.",11\RP13438,172702053,RP13438,11,N,,A,172702046,530416771,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.883888,145.058073",3782414,363,19971,N,148482.0,1079515283000.0,529158326.0,1493377513000,386222,722323477,2648619,208448324.0,24391003,P,G,,415219745.0,1676781712000,1656.875,182.37277095849396,3887156,722462506,101,15,Y,363,,,,,,,,,,,N,60768,293414400000.0,b84744e5-75b5-11ed-8a1e-171e4bf8363e,386222.0,843593031,2648619,24391003,A,G,0.26,1079515285000,543684449.0,1676880707000,1005,,722287542,1714557783000,1656.875,182.37277095849396,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2320,NEPEAN/CENTRE,-37.915897,145.018118,347501419,28321224,77539,7754,2014-01-01 to 2026-04-07,"347,501,419 vehicle movements across 2014-01-01 to 2026-04-07; approximately 28,321,224 per year, 77,539 per day, and an indicative 7,754 vehicles in a major peak hour.",5\PS446951,52960214,PS446951,5,N,,A,454616596,716853393,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.915897,145.018118",57235,306,984621,Y,384345.0,1675088957000.0,,1675088957000,1007,810508995,4582531,454616600.0,40536777,P,G,,716853406.0,1699567043000,1077.9765625,160.2890143150363,3686896,857485497,101,15,Y,306,,,,,,,,,,,N,148025,1036108800000.0,3334a7ed-3486-11ed-a48b-c9fe37ca2099,447897.0,702942738,150697379,150697378,A,G,0.1,989317935000,703357072.0,1728391482000,376766,,416313935,1669529908000,987.4296875,158.5141389330523,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3706,WARRIGAL/MIDDLE,-37.886996,145.089382,374815046,30547274,83634,8363,2014-01-01 to 2026-04-07,"374,815,046 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,547,274 per year, 83,634 per day, and an indicative 8,363 vehicles in a major peak hour.",28\LP6531,509935,LP6531,28,N,,A,509936,87514921,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.886996,145.089382",730609,363,18652,N,,,,943444077000,386222,722324206,2654037,,24438124,P,G,,415220426.0,1676781713000,1338.828125,177.01744980798318,807690,722519317,100,15,N,363,,,,,,,,,,TP480900,N,11470,,c9097947-aebe-43c5-a2ac-3aef895d2f99,386222.0,843592717,2654036,24438122,A,G,0.3,878429485000,543671538.0,1676881035000,1005,,722288229,1714557782000,1333.578125,177.01154129792783,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2827,EASTERN FWY/BULLEEN/THOMPSONS,-37.779531,145.078645,370582073,30202288,82689,8269,2014-01-01 to 2026-04-07,"370,582,073 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,202,288 per year, 82,689 per day, and an indicative 8,269 vehicles in a major peak hour.",CP153108,785824,CP153108,,N,,A,428067158,871087850,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.779531,145.078645",2268324,307,,N,1004.0,1525859223000.0,594962215.0,1754047109000,430666,869101177,421102839,422818768.0,421102841,P,G,1414424686000.0,862015214.0,1750277886000,716539.2578125,10450.310599253393,4014278,569215303,101,15,N,307,,,,,,,,,,,N,116035,417312000000.0,,1004.0,862014905,4449597,37641161,A,G,1.81,877558216000,305202982.0,1551439189000,1004,,859780120,1738026542000,56594.921875,1256.1462519695954,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2302,NEPEAN/FITZROY/WELLINGTON,-37.856393,144.983185,364909593,29739983,81424,8142,2014-01-01 to 2026-04-07,"364,909,593 vehicle movements across 2014-01-01 to 2026-04-07; approximately 29,739,983 per year, 81,424 per day, and an indicative 8,142 vehicles in a major peak hour.",304\PS720250,221730017,PS720250,304,N,,A,457672874,859616083,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.856393,144.983185",2346902,358,270250,Y,452188.0,1732177954000.0,,1732177954000,392259,743051160,431967738,451981654.0,431967740,P,G,1590977248000.0,672872358.0,1681619341000,3790.0703125,268.248323874659,2155347,743196660,101,15,Y,358,N,,,,,,,,,,N,125893,1440979200000.0,28e9b7e9-9071-11ed-9835-dd0ff5288aba,392259.0,743025840,221730008,221730007,A,G,0.1,1374771429000,502227705.0,1681722879000,392259,1374771429000.0,589220331,1681619217000,1522.296875,159.25313960042016,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2416,PHE/NORMANBY/STATION,-37.868478,145.031261,391219605,31884238,87294,8729,2014-01-01 to 2026-04-07,"391,219,605 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,884,238 per year, 87,294 per day, and an indicative 8,729 vehicles in a major peak hour.",2020\PP3416A,218463109,,,Y,G,A,360638,115384580,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.868478,145.031261",2272268,322,5428,N,,,,1011049305000,391115,739076968,1370339,,12749291,P,G,,413931848.0,1680416394000,715.734375,123.45632677803798,2064355,517328519,101,14,N,322,N,2020,,,,,3416.0,3416A,P386521,,N,,,,118159.0,739074954,218463108,218463107,A,G,6.3,1318940558000,317377487.0,1471420683000,391115,1318940558000.0,722288639,1680416288000,2430.640625,200.3190737986168,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3671,ST GEORGES/MERRI/CHARLES,-37.776519,144.98974,375708270,30620071,83833,8383,2014-01-01 to 2026-04-07,"375,708,270 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,620,071 per year, 83,833 per day, and an indicative 8,383 vehicles in a major peak hour.",1\PS506229,53082152,PS506229,1,N,,A,427049764,540430221,G,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.776519,144.98974",1832541,316,,N,168987.0,1508167996000.0,,1508167996000,353321,701031497,427049763,,427049762,B,G,1508167995000.0,540430198.0,1668925910000,2252.75,206.5422325024503,2582110,701373686,101,15,N,316,,,,,,,,,,,N,,1036022400000.0,277c9e04-2f1a-11ed-8b03-47f3d9b37fc2,353321.0,700958789,150678812,150678811,A,G,3.62,1017225251000,308361512.0,1669022757000,353321,,418708757,1668925634000,280.9609375,89.57303230134585,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2422,PHE/MURRUMBEENA/BELGRAVE,-37.884552,145.067478,374935276,30557072,83661,8366,2014-01-01 to 2026-04-07,"374,935,276 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,557,072 per year, 83,661 per day, and an indicative 8,366 vehicles in a major peak hour.",3\TP809519,2010890,TP809519,3,N,,A,173736200,285622289,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.884552,145.067478",1933745,322,18138,N,,1089620156000.0,,1190317697000,414169,815895980,173736199,,221214972,P,G,1089620156000.0,739085658.0,1701726932000,1154.3203125,144.47750765022235,527227,722466282,101,15,N,363,,,,,,,,,,,N,22093,,bcab1fd9-75b5-11ed-9d2d-075291dcc79c,386222.0,722287803,2650104,24397949,A,G,0.1,878418669000,543715540.0,1676880731000,386222,,418144925,1676781554000,1116.765625,155.68146195077952,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
984,MAIN/FITZSIMONS,-37.733108,145.13745,295708809,24100147,65983,6598,2014-01-01 to 2026-04-07,"295,708,809 vehicle movements across 2014-01-01 to 2026-04-07; approximately 24,100,147 per year, 65,983 per day, and an indicative 6,598 vehicles in a major peak hour.",PC362411,52574891,PC362411,,N,,A,986075,261068808,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.733108,145.13745",3160536,356,168457,N,,,,1078841657000,353322,698331741,3074706,,27370217,P,G,,577810527.0,1668310998000,718.3046875,110.00472778075635,2234525,698546636,100,15,N,356,,,,,,,,,,,N,22922,933292800000.0,e8a24ece-6cbf-49b6-8f22-04df5a09c2f9,353322.0,698304995,4316835,203738254,A,G,0.26,917559208000,312126769.0,1668500672000,353322,,577810482,1668310820000,4282.7265625,255.7722533190062,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3172,DANDENONG-HASTINGS/THOMPSONS,-38.077682,145.239462,338248138,27567085,75475,7548,2014-01-01 to 2026-04-07,"338,248,138 vehicle movements across 2014-01-01 to 2026-04-07; approximately 27,567,085 per year, 75,475 per day, and an indicative 7,548 vehicles in a major peak hour.",R3\PS824449,428721209,PS824449,R3,Y,,A,636824,260400297,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-38.077682,145.239462",120566,312,45950,Y,,,,1075886966000,499254,882674321,3408419,218959148.0,29908270,P,G,,751842649.0,1775684418000,32105.3515625,719.7132424366781,2033418,604275040,101,15,N,320,N,,,,,,,,,,N,NCPR,1565568000000.0,,310505.0,784717060,428721212,428721215,A,G,0.51,1534392609000,598802122.0,1612856770000,401955,1534392651000.0,578529161,1689498552000,75061.265625,1949.3809941650052,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2613,WESTERN HWY/MCINTYRE/ANDERSON,-37.777059,144.82872,365991541,29828161,81665,8166,2014-01-01 to 2026-04-07,"365,991,541 vehicle movements across 2014-01-01 to 2026-04-07; approximately 29,828,161 per year, 81,665 per day, and an indicative 8,166 vehicles in a major peak hour.",12\PS408769,2080968,PS408769,12,N,,A,455490331,786308571,G,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.777059,144.82872",2948623,308,,N,402895.0,1690205554000.0,,1690205554000,402895,786308539,455490330,,455490329,B,G,1690205554000.0,,1690205554000,91023.6015625,1217.0724169010637,1420492,697163424,101,15,N,308,,,,,,,,,,,N,63946,866678400000.0,9936a350-848a-4a3f-87ce-af1284e58294,353320.0,696548807,3466496,30303636,A,G,0.16,878469078000,77222087.0,1667889616000,353320,,416459080,1667777152000,17509.6171875,634.1797545404573,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
