site_id,total_volume,site_name,rank,cum_volume,cum_share,site_share
2435,296217390,PRINCES HIGHWAY EAST / SMITH / RAILWAY / NORMANBY,194,72089558317,13.374172262330278,4.0773434216057165
4976,296140187,MELBOURNE / CENTRE,195,72385698504,13.429112672109467,4.098360655737705
2322,296065115,NEPEAN / SOUTH,196,72681763619,13.484039154408956,4.119377889869693
984,295708809,MAIN / FITZSIMONS,197,72977472428,13.538899534239052,4.140395124001682
4212,295638686,STREET GEORGES / HOLDEN,198,73273111114,13.593746904735987,4.16141235813367
5003,295376169,PHW / OLD GEELONG,199,73568487283,13.648545572651555,4.182429592265658
431,294168943,SPRINGVALE / MAGID,200,73862656226,13.703120274033543,4.203446826397647
2431,294028240,PRINCES HIGHWAY EAST / BLACKBURN,201,74156684466,13.757668871965823,4.224464060529634
3191,294019569,CLAYTON / DUNSTAN,202,74450704035,13.812215861240063,4.245481294661622
530,293698864,MONASH / PRINCES HIGHWAY EAST,203,74744402899,13.86670335280041,4.266498528793611
3066,293421875,BELL / ORIEL NTH,204,75037824774,13.921139456910382,4.287515762925599
3374,293324525,HODDLE NEAR STANTON N / B,205,75331149299,13.975557500489808,4.308532997057587
138,292735531,MAROONDAH / DORSET / BELLARA / EXETER,206,75623884830,14.029866272943133,4.329550231189575
2414,292655807,PRINCES HIGHWAY EAST / GLENFERRIE / HAWTHORN,207,75916540637,14.084160254870143,4.350567465321563
2340,292370367,NEPEAN / SOUTHLAND SHOPPING,208,76208911004,14.138401281503493,4.371584699453552
1121,292060666,DANDENONG SOUTHERN BYPASS / DAND FRANSTON,209,76500971670,14.192584851902948,4.39260193358554
3108,291824768,HEATHERTON NEAR JAMES COOK,210,76792796438,14.246724658121268,4.4136191677175285
4986,291550100,PLENTY / CLEMENTS,211,77084346538,14.300813507484907,4.434636401849517
3339,291524688,DIAMOND CREEK / PLENTY RIVER,212,77375871226,14.354897642372924,4.455653635981505
3225,290449028,HIGH / BROADWAY,213,77666320254,14.408782219065944,4.476670870113493
2601,290357450,WESTERN HIGHWAY / TIERNAN / HOADLEY,214,77956677704,14.462649806059263,4.497688104245482
4744,290075067,TOORAK NEAR SURREY,215,78246752771,14.51646500489854,4.51870533837747
2105,290003874,EASTERN HIGHWAY NEAR GOLD,216,78536756645,14.570266995896514,4.539722572509458
620,289424216,FRANKSTON-DANDENONG / THOMPSONS,217,78826180861,14.623961447798312,4.560739806641446
3445,289190025,OLYMPIC BLVD(SWAN) NEAR BATMAN,218,79115370886,14.67761245220439,4.581757040773434
3401,288960084,PUNT / HIGH,219,79404330970,14.73122079758167,4.602774274905422
2429,288489859,PRINCES HIGHWAY EAST / CLAYTON,220,79692820829,14.784741906051154,4.623791509037411
2666,288411400,WESTERN HIGHWAY / CAIRNLEA,221,79981232229,14.838248458679182,4.644808743169399
2815,286816830,HUME FREEWAY / COOPER,222,80268049059,14.89145918408393,4.665825977301387
3333,286723191,GREENSBOROUGH / LWR PLENTY,223,80554772250,14.944652537428901,4.686843211433375
2871,286506877,MICKLEHAM / GLADSTONE PARK / INTERNATIONAL,224,80841279127,14.997805759848307,4.707860445565363
2433,286416047,DANDENONG / WATTLETREE,225,81127695174,15.050942131338191,4.7288776796973515
2339,285931041,NEPEAN / SOUTHLAND NTH ENT,226,81413626215,15.103988523725084,4.7498949138293405
2323,285878294,NEPEAN / STREETATION / KEILLER,227,81699504509,15.157025130402635,4.770912147961328
2304,285864401,NEPEAN / ALMA,228,81985368910,15.2100591596282,4.791929382093317
2440,285695436,,229,82271064346,15.263061842191794,4.812946616225305
529,285549909,WESTERN PORT HIGHWAY / MORETON BAY,230,82556614255,15.316037526349344,4.833963850357293
4539,285537415,STREET KILDA / TOORAK,231,82842151670,15.369010892599666,4.854981084489282
974,285077723,STH GIPPS'D HIGHWAY / POUND,232,83127229393,15.421898976041506,4.87599831862127
2397,284883761,KINGSWAY / SOUTHERN LINK,233,83412113154,15.474751075337226,4.897015552753257
2432,284300214,PRINCES HIGHWAY EAST / MCNAUGHTON,234,83696413368,15.527494914043153,4.918032786885246
4197,284167386,BUCKLEY NEAR MCCRACKEN,235,83980580754,15.580214110282197,4.939050021017234
1182,284038392,PRINCES HIGHWAY EAST / LINK,236,84264619146,15.632909375344289,4.960067255149222
2828,283748882,EASTERN FREEWAY / DONCASTER,237,84548368028,15.685550930039687,4.981084489281211
3128,283602821,CANTERBURY NEAR ROCHESTER,238,84831970849,15.738165387260498,5.002101723413198
1302,282379243,CRANBOURNE-FRANKSTON / PENLINK,239,85114350092,15.790552844298055,5.023118957545187
5273,281529991,PFW / FORSYTH,240,85395880083,15.842782746721504,5.044136191677175
2194,281421926,SOMERTON / PASCOE VALE / DAVID MUNROE,241,85677302009,15.894992600750157,5.0651534258091635
3308,281335297,HEIDELBERG / CHANDLER / GRANGE,242,85958637306,15.94718638322565,5.086170659941152
4046,281249155,TOORAK / SUMMERHILL / CAMBERWELL,243,86239886461,15.999364184497015,5.10718789407314
2330,281107962,NEPEAN / LWR DANDENONG,244,86520994423,16.051515791413077,5.128205128205128
257,280908052,STH GIPPS'D HIGHWAY (HIGH) NEAR BAKEWELL,245,86801902475,16.103630310700368,5.149222362337117
430,280717676,SPRINGVALE / DUNLOP,246,87082620151,16.155709511122097,5.170239596469105
4561,280690434,RUSSELL / FLINDERS,247,87363310585,16.20778365756362,5.191256830601093
4881,280574613,CITY / POWER,248,87643885198,16.2598363167046,5.212274064733082
4406,280291526,VICTORIA PDE AND NICHOLSON ST,249,87924176724,16.311836457084315,5.233291298865069
3524,280273885,RACECOURSE NEAR PIN OAK,250,88204450609,16.36383332467698,5.254308532997057
413,279717271,SPRINGVALE / SPRINGFIELD,251,88484167880,16.415726928333868,5.275325767129046
3736,279515835,PLENTY / BENT / SETTLEMENT,252,88763683715,16.467583161255988,5.296343001261034
4551,279125500,SWAN STREET BRIDGE / BATMAN / OLYMPIC BLVD,253,89042809215,16.51936697859322,5.317360235393022
2185,279123996,HUME / CRAIGIEBURN,254,89321933211,16.57115051690592,5.33837746952501
2821,278567154,CHANDLER HIGHWAY / EASTERN FREEWAY WB,255,89600500365,16.62283074898392,5.359394703656998
2860,277945120,FLEMINGTON / WESTERN LINK OFF RMP / BOUNDARY,256,89878445485,16.67439558030121,5.3804119377889865
5007,277809989,CORIO-WAURN / BACCHUS MARSH / COX / STREET GEORGES,257,90156255474,16.72593534189531,5.4014291719209755
442,277766441,SPRINGVALE / CHELTENHAM,258,90434021915,16.777467024393523,5.422446406052964
3050,277575845,BELL / CUMBERLAND,259,90711597760,16.828963347211424,5.443463640184952
731,277249061,CRANBOURNE / MOOROODUC / FRANKSTON FREEWAY,260,90988846821,16.880399044529447,5.46448087431694
2149,276985589,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,261,91265832410,16.931785862092948,5.485498108448928
3061,276949746,BELL / PLENTY,262,91542782156,16.983166030004714,5.506515342580917
433,276889576,SPRINGVALE / KINGSWAY,263,91819671732,17.034535035080093,5.527532576712905
2426,276867487,PRINCES HIGHWAY EAST / ATKINSON,264,92096539219,17.085899942168215,5.548549810844893
177,276835424,BURWOOD HIGHWAY / DORSET,265,92373374643,17.137258900876358,5.569567044976881
2638,276700899,MELTON HIGHWAY / KINGS,266,92650075542,17.18859290228742,5.590584279108869
2212,276365339,MAROONDAH HIGHWAY / MARKET / MURRAY,267,92926440881,17.239864650060795,5.611601513240857
5313,276277186,DERRIMUT / HOGANS,268,93202718067,17.291120043546048,5.632618747372846
2191,275853657,SYDNEY / LORNE,269,93478571724,17.342296863241472,5.653635981504834
2507,275566592,PHW / GEELONG,270,93754138316,17.393420426170586,5.674653215636822
3373,275367803,HODDLE NEAR STANTON S / B,271,94029506119,17.44450710944068,5.69567044976881
1529,275339981,FITZSIMONS NORTH OF PARKWOOD,272,94304846100,17.495588631128022,5.7166876839007985
4859,275034553,NEPEAN NEAR BURNS,273,94579880653,17.54661348931539,5.737704918032787
424,274994312,SPRINGVALE NEAR WILSON,274,94854874965,17.597630881926904,5.758722152164776
4995,274786525,PLENTY / MCKIMMIES,275,95129661490,17.64860972555578,5.779739386296763
2334,274690126,NEPEAN / STREETATION,276,95404351616,17.699570685085185,5.800756620428752
2314,274594021,NEPEAN NEAR SCOTT,277,95678945637,17.750513815058476,5.82177385456074
2869,274239252,MICKLEHAM / RYLANDES / WESTERN,278,95953184889,17.801391127709117,5.842791088692728
326,273345265,DONCASTER / FREDERICK / SHOPPING,279,96226530154,17.85210258643559,5.863808322824717
