sites,cpm,utilisation,traffic_volume,traffic_share_percent,revenue,cost,profit,roi_percent,break_even_cpm
1000,8,0.5,249481075712,46.28413546510688,997924302.848,12000000.0,985924302.848,8216.035857066667,0.09619968140471508
1000,8,0.75,249481075712,46.28413546510688,1496886454.272,12000000.0,1484886454.272,12374.053785600001,0.06413312093647672
1000,8,1.0,249481075712,46.28413546510688,1995848605.696,12000000.0,1983848605.696,16532.071714133333,0.04809984070235754
1000,12,0.25,249481075712,46.28413546510688,748443227.136,12000000.0,736443227.136,6137.0268928000005,0.19239936280943015
1000,12,0.5,249481075712,46.28413546510688,1496886454.272,12000000.0,1484886454.272,12374.053785600001,0.09619968140471508
1000,12,0.75,249481075712,46.28413546510688,2245329681.408,12000000.0,2233329681.408,18611.0806784,0.06413312093647672
1000,12,1.0,249481075712,46.28413546510688,2993772908.544,12000000.0,2981772908.544,24848.107571200002,0.04809984070235754
1000,16,0.25,249481075712,46.28413546510688,997924302.848,12000000.0,985924302.848,8216.035857066667,0.19239936280943015
1000,16,0.5,249481075712,46.28413546510688,1995848605.696,12000000.0,1983848605.696,16532.071714133333,0.09619968140471508
1000,16,0.75,249481075712,46.28413546510688,2993772908.544,12000000.0,2981772908.544,24848.107571200002,0.06413312093647672
1000,16,1.0,249481075712,46.28413546510688,3991697211.392,12000000.0,3979697211.392,33164.14342826667,0.04809984070235754
1500,2,0.25,326143780141,60.50672524185367,163071890.0705,18000000.0,145071890.0705,805.954944836111,0.2207615302946223
1500,2,0.5,326143780141,60.50672524185367,326143780.141,18000000.0,308143780.141,1711.909889672222,0.11038076514731116
1500,2,0.75,326143780141,60.50672524185367,489215670.2115,18000000.0,471215670.2115,2617.864834508333,0.0735871767648741
1500,2,1.0,326143780141,60.50672524185367,652287560.282,18000000.0,634287560.282,3523.819779344444,0.05519038257365558
1500,4,0.25,326143780141,60.50672524185367,326143780.141,18000000.0,308143780.141,1711.909889672222,0.2207615302946223
1500,4,0.5,326143780141,60.50672524185367,652287560.282,18000000.0,634287560.282,3523.819779344444,0.11038076514731116
1500,4,0.75,326143780141,60.50672524185367,978431340.423,18000000.0,960431340.423,5335.729669016666,0.0735871767648741
1500,4,1.0,326143780141,60.50672524185367,1304575120.564,18000000.0,1286575120.564,7147.639558688888,0.05519038257365558
1500,8,0.25,326143780141,60.50672524185367,652287560.282,18000000.0,634287560.282,3523.819779344444,0.2207615302946223
1500,8,0.5,326143780141,60.50672524185367,1304575120.564,18000000.0,1286575120.564,7147.639558688888,0.11038076514731116
1500,8,0.75,326143780141,60.50672524185367,1956862680.846,18000000.0,1938862680.846,10771.459338033332,0.0735871767648741
1500,8,1.0,326143780141,60.50672524185367,2609150241.128,18000000.0,2591150241.128,14395.279117377777,0.05519038257365558
1500,12,0.25,326143780141,60.50672524185367,978431340.4229999,18000000.0,960431340.4229999,5335.729669016666,0.2207615302946223
1500,12,0.5,326143780141,60.50672524185367,1956862680.8459997,18000000.0,1938862680.8459997,10771.459338033332,0.11038076514731116
1500,12,0.75,326143780141,60.50672524185367,2935294021.269,18000000.0,2917294021.269,16207.18900705,0.0735871767648741
1500,12,1.0,326143780141,60.50672524185367,3913725361.6919994,18000000.0,3895725361.6919994,21642.918676066663,0.05519038257365558
1500,16,0.25,326143780141,60.50672524185367,1304575120.564,18000000.0,1286575120.564,7147.639558688888,0.2207615302946223
1500,16,0.5,326143780141,60.50672524185367,2609150241.128,18000000.0,2591150241.128,14395.279117377777,0.11038076514731116
