count_date,scats_site,total_volume
2021-03-21,849,114453
2021-03-21,855,93369
2021-03-21,1359,103440
2021-03-21,2101,120209
2021-03-21,2404,121814
2021-03-21,2405,117994
2021-03-21,2438,83056
2021-03-21,2487,117809
2021-03-21,2816,93330
2021-03-21,2929,108621
2021-03-21,3060,104341
2021-03-21,3357,93919
2021-03-21,3380,153687
2021-03-21,3386,118941
2021-03-21,3516,94447
2021-03-21,3519,100858
2021-03-21,4415,147395
2021-03-22,414,112175
2021-03-22,415,113191
2021-03-22,416,116369
2021-03-22,849,143884
2021-03-22,855,130559
2021-03-22,1359,123617
2021-03-22,2101,124391
2021-03-22,2404,128062
2021-03-22,2405,122456
2021-03-22,2438,90409
2021-03-22,2487,124757
2021-03-22,2816,118315
2021-03-22,2929,103126
2021-03-22,3060,113103
2021-03-22,3357,117778
2021-03-22,3380,167258
2021-03-22,3386,121948
2021-03-22,3516,113998
2021-03-22,3519,116083
2021-03-22,4415,154433
2021-03-23,414,113638
2021-03-23,415,116060
2021-03-23,416,119604
2021-03-23,849,141120
2021-03-23,855,134604
2021-03-23,1359,128941
2021-03-23,2101,125382
2021-03-23,2404,131025
2021-03-23,2405,124633
2021-03-23,2438,94263
2021-03-23,2487,129863
2021-03-23,2816,123252
2021-03-23,2929,104714
2021-03-23,3060,115306
2021-03-23,3357,123958
2021-03-23,3380,179514
2021-03-23,3386,125996
2021-03-23,3516,116993
2021-03-23,3519,120195
2021-03-23,4415,166155
2021-03-24,414,116482
2021-03-24,415,117770
2021-03-24,416,120833
2021-03-24,849,140443
2021-03-24,855,137318
2021-03-24,1359,129266
2021-03-24,2101,123925
2021-03-24,2404,135642
2021-03-24,2405,128099
2021-03-24,2438,95875
2021-03-24,2487,130936
2021-03-24,2816,126439
2021-03-24,2929,106932
2021-03-24,3060,115024
2021-03-24,3357,126181
2021-03-24,3380,182766
2021-03-24,3386,125851
2021-03-24,3516,119924
2021-03-24,3519,122731
2021-03-24,4415,164852
2021-03-25,414,119155
2021-03-25,415,120324
2021-03-25,416,123399
2021-03-25,849,161560
2021-03-25,855,141941
2021-03-25,1359,132514
2021-03-25,2101,131239
2021-03-25,2404,138995
2021-03-25,2405,132145
2021-03-25,2438,99894
2021-03-25,2487,134481
2021-03-25,2816,130761
2021-03-25,2929,119868
2021-03-25,3060,118621
2021-03-25,3357,129295
2021-03-25,3380,179645
2021-03-25,3386,131401
2021-03-25,3516,122741
2021-03-25,3519,127377
2021-03-25,4415,169115
2021-03-26,414,123407
2021-03-26,415,122744
2021-03-26,416,125745
2021-03-26,849,158006
2021-03-26,855,136572
2021-03-26,1359,133940
2021-03-26,2101,136429
2021-03-26,2404,141731
2021-03-26,2405,132571
2021-03-26,2438,100467
2021-03-26,2487,136353
2021-03-26,2816,135532
2021-03-26,2929,113803
2021-03-26,3060,119026
2021-03-26,3357,135969
2021-03-26,3380,188579
2021-03-26,3386,140057
2021-03-26,3516,126912
2021-03-26,3519,131577
2021-03-26,4415,173716
2021-03-27,414,116988
2021-03-27,415,114974
2021-03-27,416,117107
2021-03-27,849,129210
2021-03-27,855,110342
2021-03-27,1359,122046
2021-03-27,2101,132803
2021-03-27,2404,139538
2021-03-27,2405,134071
2021-03-27,2438,96722
2021-03-27,2487,132841
2021-03-27,2816,121044
2021-03-27,2929,107587
2021-03-27,3060,117880
2021-03-27,3357,116048
2021-03-27,3380,182074
2021-03-27,3386,140316
2021-03-27,3516,114393
2021-03-27,3519,116524
2021-03-27,4415,168366
2021-03-28,414,106236
2021-03-28,415,105398
2021-03-28,416,106097
2021-03-28,849,119229
2021-03-28,855,95984
2021-03-28,1359,107145
2021-03-28,2101,116551
2021-03-28,2404,130360
2021-03-28,2405,124241
2021-03-28,2438,84983
2021-03-28,2487,119658
2021-03-28,2816,100286
2021-03-28,2929,102613
2021-03-28,3060,106612
2021-03-28,3357,100836
2021-03-28,3380,157162
2021-03-28,3386,122323
2021-03-28,3516,94957
2021-03-28,3519,102226
2021-03-28,4415,148818
2021-03-29,414,113925
2021-03-29,415,115354
2021-03-29,416,119000
2021-03-29,849,152976
2021-03-29,855,131374
2021-03-29,1359,124977
2021-03-29,2101,119169
2021-03-29,2404,132866
2021-03-29,2405,125550
2021-03-29,2438,89374
2021-03-29,2487,124571
2021-03-29,2816,121081
2021-03-29,2929,105771
2021-03-29,3060,114174
2021-03-29,3357,122999
2021-03-29,3380,160825
2021-03-29,3386,121219
2021-03-29,3516,116074
2021-03-29,3519,117640
2021-03-29,4415,159963
2021-03-30,414,117817
2021-03-30,415,117822
2021-03-30,416,119920
2021-03-30,849,156521
2021-03-30,855,136150
2021-03-30,1359,129001
2021-03-30,2101,125426
2021-03-30,2404,134392
2021-03-30,2405,126887
2021-03-30,2438,94026
2021-03-30,2487,129347
2021-03-30,2816,127217
2021-03-30,2929,110492
2021-03-30,3060,115923
2021-03-30,3357,127383
2021-03-30,3380,169742
2021-03-30,3386,124939
2021-03-30,3516,118921
2021-03-30,3519,123007
2021-03-30,4415,164488
2021-03-31,414,119112
2021-03-31,415,119756
2021-03-31,416,122560
2021-03-31,849,159532
2021-03-31,855,139193
2021-03-31,1359,133102
2021-03-31,2101,128903
2021-03-31,2404,138463
2021-03-31,2405,131231
2021-03-31,2438,96161
2021-03-31,2487,132449
2021-03-31,2816,131365
2021-03-31,2929,112631
2021-03-31,3060,120280
2021-03-31,3357,131840
2021-03-31,3380,176767
2021-03-31,3386,132208
2021-03-31,3516,123862
2021-03-31,3519,130576
2021-03-31,4415,163868
2021-04-01,414,121130
2021-04-01,415,123626
2021-04-01,416,125562
2021-04-01,849,163294
2021-04-01,855,142166
2021-04-01,1359,136756
2021-04-01,2101,135294
2021-04-01,2404,139803
2021-04-01,2405,128535
2021-04-01,2438,100209
2021-04-01,2487,136388
2021-04-01,2816,136007
2021-04-01,2929,114692
2021-04-01,3060,124146
2021-04-01,3357,135654
2021-04-01,3380,178288
2021-04-01,3386,136890
2021-04-01,3516,127758
2021-04-01,3519,135180
2021-04-01,4415,166863
2021-04-02,414,90812
2021-04-02,415,89796
2021-04-02,416,88851
2021-04-02,849,109165
2021-04-02,855,87077
2021-04-02,1359,81414
2021-04-02,2101,101235
2021-04-02,2404,129694
2021-04-02,2405,117674
2021-04-02,2438,76901
2021-04-02,2487,112075
2021-04-02,2816,79424
2021-04-02,2929,103052
2021-04-02,3060,94943
2021-04-02,3357,90186
2021-04-02,3380,139720
2021-04-02,3386,114605
2021-04-02,3516,79042
2021-04-02,3519,86015
2021-04-02,4415,131842
2021-04-03,414,100004
2021-04-03,415,98481
2021-04-03,416,99270
2021-04-03,849,118621
2021-04-03,855,91603
2021-04-03,1359,109736
2021-04-03,2101,105732
2021-04-03,2404,129494
2021-04-03,2405,119948
2021-04-03,2438,80635
2021-04-03,2487,114634
2021-04-03,2816,87276
2021-04-03,2929,107497
2021-04-03,3060,100929
2021-04-03,3357,90842
2021-04-03,3380,139700
2021-04-03,3386,115398
2021-04-03,3516,92022
2021-04-03,3519,100707
2021-04-03,4415,134200
2021-04-04,414,96903
2021-04-04,415,93973
2021-04-04,416,94895
2021-04-04,849,113595
2021-04-04,855,87628
2021-04-04,1359,93859
2021-04-04,2101,96751
2021-04-04,2404,122845
2021-04-04,2405,112689
2021-04-04,2438,75886
2021-04-04,2487,110538
2021-04-04,2816,81841
2021-04-04,2929,97756
2021-04-04,3060,95020
2021-04-04,3357,90037
2021-04-04,3380,134002
2021-04-04,3386,111770
2021-04-04,3516,83247
2021-04-04,3519,88927
2021-04-04,4415,133408
2021-04-05,414,92396
2021-04-05,415,89983
2021-04-05,416,91270
2021-04-05,849,116929
2021-04-05,855,83785
2021-04-05,1359,91724
2021-04-05,2101,90299
2021-04-05,2404,118642
2021-04-05,2405,106620
2021-04-05,2438,68816
2021-04-05,2487,103468
2021-04-05,2816,81762
2021-04-05,2929,93011
2021-04-05,3060,91979
2021-04-05,3357,88577
2021-04-05,3380,126544
2021-04-05,3386,97930
2021-04-05,3516,85317
2021-04-05,3519,92012
2021-04-05,4415,130793
2021-04-06,414,110274
2021-04-06,415,110553
2021-04-06,416,113092
2021-04-06,849,152499
2021-04-06,855,122500
2021-04-06,1359,122561
2021-04-06,2101,114103
2021-04-06,2404,131152
2021-04-06,2405,120007
2021-04-06,2438,84796
2021-04-06,2487,120188
2021-04-06,2816,115005
2021-04-06,2929,108727
2021-04-06,3060,107851
2021-04-06,3357,119513
2021-04-06,3380,166436
2021-04-06,3386,121159
2021-04-06,3516,110916
2021-04-06,3519,117010
2021-04-06,4415,155925
2021-04-07,414,114013
2021-04-07,415,113741
2021-04-07,416,116407
2021-04-07,849,153580
2021-04-07,855,128251
2021-04-07,1359,127343
2021-04-07,2101,120384
2021-04-07,2404,132732
2021-04-07,2405,122861
2021-04-07,2438,88213
2021-04-07,2487,124265
2021-04-07,2816,120241
2021-04-07,2929,110972
2021-04-07,3060,112932
2021-04-07,3357,122853
2021-04-07,3380,169553
2021-04-07,3386,126004
2021-04-07,3516,115741
2021-04-07,3519,122798
2021-04-07,4415,162888
2021-04-08,414,117318
2021-04-08,415,114767
2021-04-08,416,119750
2021-04-08,849,156004
2021-04-08,855,130697
2021-04-08,1359,129902
2021-04-08,2101,125080
2021-04-08,2404,133711
2021-04-08,2405,123358
2021-04-08,2438,91465
2021-04-08,2487,129184
2021-04-08,2816,124168
2021-04-08,2929,108859
2021-04-08,3060,117632
2021-04-08,3357,126424
2021-04-08,3380,174666
2021-04-08,3386,130226
2021-04-08,3516,118166
2021-04-08,3519,125885
2021-04-08,4415,166308
2021-04-09,414,120154
2021-04-09,415,118256
2021-04-09,416,123201
2021-04-09,849,143239
2021-04-09,855,132999
2021-04-09,1359,130514
2021-04-09,2101,132329
2021-04-09,2404,140501
2021-04-09,2405,130854
2021-04-09,2438,95641
2021-04-09,2487,134154
2021-04-09,2816,126863
2021-04-09,2929,113045
2021-04-09,3060,116949
2021-04-09,3357,128601
2021-04-09,3380,184614
2021-04-09,3386,138131
2021-04-09,3516,121796
2021-04-09,3519,129751
2021-04-09,4415,172727
2021-04-10,414,111605
2021-04-10,415,91151
2021-04-10,416,112033
2021-04-10,849,141527
2021-04-10,855,109394
2021-04-10,1359,115850
2021-04-10,2101,127379
2021-04-10,2404,134702
2021-04-10,2405,128135
2021-04-10,2438,89839
2021-04-10,2487,127135
2021-04-10,2816,111781
2021-04-10,2929,118097
2021-04-10,3060,105483
2021-04-10,3357,113376
2021-04-10,3380,177671
2021-04-10,3386,135020
2021-04-10,3516,107797
2021-04-10,3519,117178
2021-04-10,4415,164894
2021-04-11,414,94147
2021-04-11,415,94995
2021-04-11,416,97445
2021-04-11,849,126367
2021-04-11,855,91873
2021-04-11,1359,93966
2021-04-11,2101,107918
2021-04-11,2404,119084
2021-04-11,2405,114585
2021-04-11,2438,74263
2021-04-11,2487,110554
2021-04-11,2816,86744
2021-04-11,2929,106246
2021-04-11,3060,101933
2021-04-11,3357,91014
2021-04-11,3380,151517
2021-04-11,3386,112369
2021-04-11,3516,89993
2021-04-11,3519,97950
2021-04-11,4415,144078
2021-04-12,414,109952
2021-04-12,415,112455
2021-04-12,416,115113
2021-04-12,849,147325
2021-04-12,855,125573
2021-04-12,1359,123294
2021-04-12,2101,119642
2021-04-12,2404,130522
2021-04-12,2405,123730
2021-04-12,2438,87978
2021-04-12,2487,123486
2021-04-12,2816,116877
2021-04-12,2929,116697
2021-04-12,3060,117238
2021-04-12,3357,119842
2021-04-12,3380,172802
2021-04-12,3386,123072
2021-04-12,3516,111973
2021-04-12,3519,119781
2021-04-12,4415,163555
2021-04-13,414,111437
2021-04-13,415,110278
2021-04-13,416,117910
2021-04-13,849,157783
2021-04-13,855,130419
2021-04-13,1359,126339
2021-04-13,2101,124214
2021-04-13,2404,131498
2021-04-13,2405,125025
2021-04-13,2438,88948
2021-04-13,2487,126398
2021-04-13,2816,121624
2021-04-13,2929,114797
2021-04-13,3060,110731
2021-04-13,3357,123032
2021-04-13,3380,176970
2021-04-13,3386,129566
2021-04-13,3516,114442
2021-04-13,3519,121246
2021-04-13,4415,165228
2021-04-14,414,116389
2021-04-14,415,115115
2021-04-14,416,119894
2021-04-14,849,168442
2021-04-14,855,133588
2021-04-14,1359,127036
2021-04-14,2101,129242
2021-04-14,2404,134001
2021-04-14,2405,127836
2021-04-14,2438,90781
2021-04-14,2487,127784
2021-04-14,2816,126247
2021-04-14,2929,111480
2021-04-14,3060,116043
2021-04-14,3357,124553
2021-04-14,3380,172111
2021-04-14,3386,130761
2021-04-14,3516,117159
2021-04-14,3519,125460
2021-04-14,4415,165161
2021-04-15,414,117066
2021-04-15,415,117433
2021-04-15,416,120658
2021-04-15,849,157695
2021-04-15,855,136710
2021-04-15,1359,128066
2021-04-15,2101,130418
2021-04-15,2404,135342
2021-04-15,2405,127779
2021-04-15,2438,92827
2021-04-15,2487,130020
2021-04-15,2816,128877
2021-04-15,2929,110268
2021-04-15,3060,118690
2021-04-15,3357,127754
2021-04-15,3380,173688
2021-04-15,3386,132809
2021-04-15,3516,121909
2021-04-15,3519,131333
2021-04-15,4415,166577
2021-04-16,414,120271
2021-04-16,415,119513
2021-04-16,416,122490
2021-04-16,849,155768
2021-04-16,855,136109
2021-04-16,1359,132383
2021-04-16,2101,132608
2021-04-16,2404,143609
2021-04-16,2405,134894
2021-04-16,2438,96317
2021-04-16,2487,134672
2021-04-16,2816,133273
2021-04-16,2929,112706
2021-04-16,3060,119324
2021-04-16,3357,131526
2021-04-16,3380,185340
2021-04-16,3386,136679
2021-04-16,3516,122088
2021-04-16,3519,130929
2021-04-16,4415,171145
2021-04-17,414,113756
2021-04-17,415,112564
2021-04-17,416,114626
2021-04-17,849,141787
2021-04-17,855,105909
2021-04-17,1359,122007
2021-04-17,2101,130643
2021-04-17,2404,136644
2021-04-17,2405,129057
2021-04-17,2438,93581
2021-04-17,2487,130323
2021-04-17,2816,117660
2021-04-17,2929,105320
2021-04-17,3060,113826
2021-04-17,3357,113279
2021-04-17,3380,177292
2021-04-17,3386,138176
2021-04-17,3516,107851
2021-04-17,3519,118657
2021-04-17,4415,168778
2021-04-18,414,103711
2021-04-18,415,101761
2021-04-18,416,102781
2021-04-18,849,121797
2021-04-18,855,91859
2021-04-18,1359,105988
2021-04-18,2101,114107
2021-04-18,2404,125509
2021-04-18,2405,118736
2021-04-18,2438,78636
2021-04-18,2487,113421
2021-04-18,2816,99839
2021-04-18,2929,101232
2021-04-18,3060,103691
2021-04-18,3357,98918
2021-04-18,3380,158519
2021-04-18,3386,118539
2021-04-18,3516,94153
2021-04-18,3519,104697
2021-04-18,4415,149931
2021-04-19,414,113369
2021-04-19,415,113228
2021-04-19,416,116159
2021-04-19,849,155561
2021-04-19,855,132067
2021-04-19,1359,125397
2021-04-19,2101,118229
2021-04-19,2404,131166
2021-04-19,2405,122885
2021-04-19,2438,87392
2021-04-19,2487,122049
2021-04-19,2816,119969
2021-04-19,2929,103628
2021-04-19,3060,112568
2021-04-19,3357,121623
2021-04-19,3380,160967
2021-04-19,3386,122255
2021-04-19,3516,114309
2021-04-19,3519,122562
2021-04-19,4415,163322
2021-04-20,414,112263
2021-04-20,415,113351
2021-04-20,416,115363
2021-04-20,849,165077
2021-04-20,855,135530
2021-04-20,1359,124237
2021-04-20,2101,120254
2021-04-20,2404,129708
2021-04-20,2405,121993
2021-04-20,2438,87845
2021-04-20,2487,123829
2021-04-20,2816,121453
2021-04-20,2929,128275
2021-04-20,3060,112445
2021-04-20,3357,122458
2021-04-20,3380,160396
2021-04-20,3386,122235
2021-04-20,3516,115720
2021-04-20,3519,122552
2021-04-20,4415,162743
2021-04-21,414,116162
2021-04-21,415,117098
2021-04-21,416,120702
2021-04-21,849,159973
2021-04-21,855,137016
2021-04-21,1359,128416
2021-04-21,2101,126823
2021-04-21,2404,133251
2021-04-21,2405,126290
2021-04-21,2438,93124
2021-04-21,2487,129654
2021-04-21,2816,126493
2021-04-21,2929,140220
2021-04-21,3060,116191
2021-04-21,3357,126452
2021-04-21,3380,166981
2021-04-21,3386,127564
2021-04-21,3516,120813
2021-04-21,3519,128173
2021-04-21,4415,166212
2021-04-22,414,118594
2021-04-22,415,118561
2021-04-22,416,120887
2021-04-22,849,159881
2021-04-22,855,136661
2021-04-22,1359,129980
2021-04-22,2101,129299
2021-04-22,2404,136076
2021-04-22,2405,129639
2021-04-22,2438,95172
2021-04-22,2487,130730
2021-04-22,2816,129111
2021-04-22,2929,141644
2021-04-22,3060,117842
2021-04-22,3357,129125
2021-04-22,3380,171086
2021-04-22,3386,130943
2021-04-22,3516,121618
2021-04-22,3519,131851
2021-04-22,4415,167386
2021-04-23,414,123933
2021-04-23,415,123281
2021-04-23,416,125968
2021-04-23,849,158679
2021-04-23,855,140588
2021-04-23,1359,133565
2021-04-23,2101,134624
2021-04-23,2404,142946
2021-04-23,2405,135471
2021-04-23,2438,97731
2021-04-23,2487,135365
2021-04-23,2816,133527
2021-04-23,2929,127954
2021-04-23,3060,120560
2021-04-23,3357,134021
2021-04-23,3380,181095
2021-04-23,3386,142651
2021-04-23,3516,126963
2021-04-23,3519,136379
2021-04-23,4415,175519
2021-04-24,414,114604
2021-04-24,415,113628
2021-04-24,416,114650
2021-04-24,849,135189
2021-04-24,855,114261
2021-04-24,1359,121015
2021-04-24,2101,120854
2021-04-24,2404,133473
2021-04-24,2405,128431
2021-04-24,2438,92724
2021-04-24,2487,127615
2021-04-24,2816,117496
2021-04-24,2929,126531
2021-04-24,3060,109814
2021-04-24,3357,112051
2021-04-24,3380,170824
2021-04-24,3386,135461
2021-04-24,3516,109809
2021-04-24,3519,120432
2021-04-24,4415,157631
2021-04-25,414,99190
2021-04-25,415,98515
2021-04-25,416,99157
2021-04-25,849,118749
2021-04-25,855,91430
2021-04-25,1359,104737
2021-04-25,2101,108314
2021-04-25,2404,119731
2021-04-25,2405,113399
2021-04-25,2438,75413
2021-04-25,2487,111133
2021-04-25,2816,92506
2021-04-25,2929,112862
2021-04-25,3060,94937
2021-04-25,3357,92077
2021-04-25,3380,143260
2021-04-25,3386,117731
2021-04-25,3516,90388
2021-04-25,3519,101234
2021-04-25,4415,145969
2021-04-26,414,114651
2021-04-26,415,113335
2021-04-26,416,115643
2021-04-26,849,147973
2021-04-26,855,129030
2021-04-26,1359,136782
2021-04-26,2101,115504
2021-04-26,2404,129197
2021-04-26,2405,122136
2021-04-26,2438,83531
2021-04-26,2487,120535
2021-04-26,2816,119741
2021-04-26,2929,109810
2021-04-26,3060,102093
2021-04-26,3357,120701
2021-04-26,3380,154959
2021-04-26,3386,123409
2021-04-26,3516,114438
2021-04-26,3519,122433
2021-04-26,4415,156159
2021-04-27,414,118591
2021-04-27,415,117673
2021-04-27,416,119654
2021-04-27,849,151745
2021-04-27,855,133852
2021-04-27,1359,140821
2021-04-27,2101,122718
2021-04-27,2404,131156
2021-04-27,2405,125148
2021-04-27,2438,88876
2021-04-27,2487,126906
2021-04-27,2816,124267
2021-04-27,2929,118754
2021-04-27,3060,104207
2021-04-27,3357,124924
2021-04-27,3380,171714
2021-04-27,3386,130138
2021-04-27,3516,119482
2021-04-27,3519,126738
2021-04-27,4415,165442
2021-04-28,414,118752
2021-04-28,415,118303
2021-04-28,416,121402
2021-04-28,849,159512
2021-04-28,855,139230
2021-04-28,1359,143468
2021-04-28,2101,127013
2021-04-28,2404,134438
2021-04-28,2405,126033
2021-04-28,2438,92769
2021-04-28,2487,129944
2021-04-28,2816,127351
2021-04-28,2929,106395
2021-04-28,3060,108348
2021-04-28,3357,127981
2021-04-28,3380,181974
2021-04-28,3386,130659
2021-04-28,3516,120941
2021-04-28,3519,127719
2021-04-28,4415,166800
2021-04-29,414,119693
2021-04-29,415,119994
2021-04-29,416,122441
2021-04-29,849,161905
2021-04-29,855,139197
2021-04-29,1359,140952
2021-04-29,2101,126094
2021-04-29,2404,136812
2021-04-29,2405,128227
2021-04-29,2438,94604
2021-04-29,2487,131611
2021-04-29,2816,129792
2021-04-29,2929,117494
2021-04-29,3060,113670
2021-04-29,3357,129621
2021-04-29,3380,186031
2021-04-29,3386,131781
2021-04-29,3516,122763
2021-04-29,3519,132802
2021-04-29,4415,168587
2021-04-30,414,122417
2021-04-30,415,122538
2021-04-30,416,125613
2021-04-30,849,165458
2021-04-30,855,141099
2021-04-30,1359,147065
2021-04-30,2101,130733
2021-04-30,2404,141635
2021-04-30,2405,131731
2021-04-30,2438,99529
2021-04-30,2487,135452
2021-04-30,2816,133817
2021-04-30,2929,135680
2021-04-30,3060,114415
2021-04-30,3357,134159
2021-04-30,3380,192754
2021-04-30,3386,139348
2021-04-30,3516,126432
2021-04-30,3519,136087
2021-04-30,4415,171048
2021-05-01,414,117694
2021-05-01,415,115616
2021-05-01,416,116442
2021-05-01,849,151535
2021-05-01,855,119253
2021-05-01,1359,134298
2021-05-01,2101,130778
2021-05-01,2404,136607
2021-05-01,2405,131157
2021-05-01,2438,95160
2021-05-01,2487,131501
2021-05-01,2816,121276
2021-05-01,2929,108356
2021-05-01,3060,115443
2021-05-01,3357,117549
2021-05-01,3380,188095
2021-05-01,3386,138216
2021-05-01,3516,112560
2021-05-01,3519,124250
2021-05-01,4415,167579
2021-05-02,414,103624
2021-05-02,415,102959
2021-05-02,416,105020
2021-05-02,849,138612
2021-05-02,855,98397
