count_date,total_volume
2018-01-17,124948523
2018-01-18,124195332
2018-01-19,124607471
2018-01-20,110967136
2018-01-21,96459541
2018-01-22,122641572
2018-01-23,126057171
2018-01-24,129870741
2018-01-25,135013489
2018-01-26,91258310
2018-01-27,97209396
2018-01-28,88352603
2018-01-29,119992618
2018-01-30,127477595
2018-01-31,130396816
2018-02-01,132863056
2018-02-02,137013533
2018-02-03,116391146
2018-02-04,99557128
2018-02-05,126113732
2018-02-06,130450785
2018-02-07,132007280
2018-02-08,134737051
2018-02-09,138206921
2018-02-10,116564684
2018-02-11,99063109
2018-02-12,126391996
2018-02-13,131778908
2018-02-14,134525997
2018-02-15,135257599
2018-02-16,138309647
2018-02-17,117675504
2018-02-18,100845131
2018-02-19,126610102
2018-02-20,130902692
2018-02-21,132517380
2018-02-22,134924009
2018-02-23,138573657
2018-02-24,117161797
2018-02-25,100502962
2018-02-26,126468975
2018-02-27,131204566
2018-02-28,132776237
2018-03-01,134599564
2018-03-02,138770974
2018-03-03,119244549
2018-03-04,100566999
2018-03-05,127261009
2018-03-06,130913170
2018-03-07,133138277
2018-03-08,135526520
2018-03-09,138554037
2018-03-10,111277103
2018-03-11,96246845
2018-03-12,90484594
2018-03-13,128993966
2018-03-14,132350269
2018-03-15,134725910
2018-03-16,138382717
2018-03-17,117585451
2018-03-18,98944055
2018-03-19,126744690
2018-03-20,130354499
2018-03-21,132964664
2018-03-22,135318779
2018-03-23,138891120
2018-03-24,115427371
2018-03-25,98401561
2018-03-26,125992661
2018-03-27,131173283
2018-03-28,135103625
2018-03-29,140808201
2018-03-30,80742883
2018-03-31,96680080
2018-04-01,84688719
2018-04-02,83873295
2018-04-03,118959098
2018-04-04,124116553
2018-04-05,127698767
2018-04-06,130311283
2018-04-07,112424764
2018-04-08,96741604
2018-04-09,121356090
2018-04-10,125772039
2018-04-11,127856347
2018-04-12,130338696
2018-04-13,133162414
2018-04-14,108600432
2018-04-15,93566083
2018-04-16,122744378
2018-04-17,128313543
2018-04-18,131330467
2018-04-19,133255100
2018-04-20,136870629
2018-04-21,117827472
2018-04-22,99965954
2018-04-23,125115024
2018-04-24,133577028
2018-04-25,88125103
2018-04-26,132493838
2018-04-27,135873187
2018-04-28,116242296
2018-04-29,97778105
2018-04-30,124329764
2018-05-01,128158541
2018-05-02,129795318
2018-05-03,131632691
2018-05-04,131366540
2018-05-05,115337584
2018-05-06,98712036
2018-05-07,122991872
2018-05-08,127479563
2018-05-09,129132207
2018-05-10,129499099
2018-05-11,130200320
2018-05-12,117213877
2018-05-13,101005289
2018-05-14,122315035
2018-05-15,126401267
2018-05-16,128802078
2018-05-17,130224364
2018-05-18,133548095
2018-05-19,114145463
2018-05-20,94009204
2018-05-21,114180382
2018-05-22,125085272
2018-05-23,127050623
2018-05-24,130182288
2018-05-25,133874843
2018-05-26,115648132
2018-05-27,96817870
2018-05-28,119937623
2018-05-29,124699701
2018-05-30,127619502
2018-05-31,129914079
2018-06-01,133332358
2018-06-02,113942012
2018-06-03,95234895
2018-06-04,121731971
2018-06-05,125399516
2018-06-06,128587026
2018-06-07,130078400
2018-06-08,131020320
2018-06-09,105559043
2018-06-10,92600709
2018-06-11,84488596
2018-06-12,122569765
2018-06-13,120278279
2018-06-14,130014599
2018-06-15,131838850
2018-06-16,112691006
2018-06-17,88598630
2018-06-18,120764580
2018-06-19,124999084
2018-06-20,127270669
2018-06-21,129597591
2018-06-22,133046846
2018-06-23,112147472
2018-06-24,94752621
2018-06-25,118106176
2018-06-26,122783334
2018-06-27,125608073
2018-06-28,127657496
2018-06-29,130899813
2018-06-30,109147838
2018-07-01,93669551
2018-07-02,115243984
2018-07-03,118839381
2018-07-04,120931298
2018-07-05,123050955
2018-07-06,126333205
2018-07-07,104175787
2018-07-08,89431995
2018-07-09,114422406
2018-07-10,120373585
2018-07-11,122489061
2018-07-12,125021102
2018-07-13,129181396
2018-07-14,111721920
2018-07-15,95621714
2018-07-16,119852127
2018-07-17,124018123
2018-07-18,128276496
2018-07-19,129170053
2018-07-20,132540568
2018-07-21,113899100
2018-07-22,96140991
2018-07-23,119605146
2018-07-24,124526828
2018-07-25,128124645
2018-07-26,130606892
2019-01-01,77784941
2019-01-02,100906689
2019-01-03,106505810
2019-01-04,100059489
2019-01-05,95954113
2019-01-06,88979478
2019-01-07,110781096
2019-01-08,113923513
2019-01-09,117913396
2019-01-10,120037972
2019-01-11,122844323
2019-01-12,104696390
2019-01-13,94304101
2019-01-14,117382197
2019-01-15,120343128
2019-01-16,123539095
2019-01-17,126379962
2019-01-18,128154160
2019-01-19,111451972
2019-01-20,97607786
2019-01-21,121689973
2019-01-22,125263516
2019-01-23,129102683
2019-01-24,129130444
2019-01-25,122567523
2019-01-26,104517868
2019-01-27,93321191
2019-01-28,89959100
2019-01-29,126084789
2019-01-30,127509257
2019-01-31,133238967
2019-02-01,137790716
2019-02-02,116415186
2019-02-03,95634265
2019-02-04,127592959
2019-02-05,130636654
2019-02-06,131422637
2019-02-07,134482750
2019-02-08,138423116
2019-02-09,116499404
2019-02-10,100756084
2019-02-11,126266552
2019-02-12,129977445
2019-02-13,133794393
2019-02-14,138054320
2019-02-15,139366013
2019-02-16,119360200
2019-02-17,101112571
2019-02-19,131344031
2019-02-20,133376794
2019-02-21,136172702
2019-02-22,139713773
2019-02-23,120379375
2019-02-24,103143745
2019-02-25,126982489
2019-02-26,131702865
2019-02-28,135705834
2019-03-01,138978750
2019-03-02,117687375
2019-03-03,99360039
2019-03-04,128628453
2019-03-05,132578051
2019-03-06,135443018
2019-03-07,137245284
2019-03-08,140051513
2019-03-09,111504868
2019-03-10,96300714
2019-03-11,91613986
2019-03-12,129756227
2019-03-13,133851425
2019-03-14,136983909
2019-03-15,139847046
2019-03-16,120706940
2019-03-17,102715898
2019-03-18,128567702
2019-03-19,132057511
2019-03-20,134745381
2019-03-21,136550251
2019-03-22,139614124
2019-03-23,119805749
2019-03-24,101974721
2019-03-25,126397382
2019-03-26,130998829
2019-03-27,134084900
2019-03-28,136630187
2019-03-29,138774916
2019-03-30,115766218
2019-03-31,98088177
2019-04-01,125566043
2019-04-02,131014316
2019-04-03,132742729
2019-04-04,135847579
2019-04-05,139086015
2019-04-06,118107957
2019-04-07,103852303
2019-04-08,123548736
2019-04-09,128085631
2019-04-10,129751866
2019-04-11,132550951
2019-04-13,115823059
2019-04-14,100203091
2019-04-15,124324375
2019-04-16,129487713
2019-04-17,133140572
2019-04-18,138888680
2019-04-19,83260830
2019-04-20,98369319
2019-04-21,84934601
2019-04-22,83855995
2019-04-23,122074027
2019-04-24,129649494
2019-04-25,89015741
2019-04-26,127973047
2019-04-27,112715804
2019-04-28,96340220
2019-04-29,126241528
2019-05-01,131978359
2019-05-02,134252106
2019-05-03,139124335
2019-05-04,117328259
2019-05-05,100295826
2019-05-06,126662349
2019-05-07,130608233
2019-05-08,132423960
2019-05-09,134580314
2019-05-10,135834359
2019-05-11,120329490
2019-05-12,103070148
2019-05-13,125213026
2019-05-14,130217137
2019-05-15,132840458
2019-05-16,134725609
2019-05-17,138543454
2019-05-18,118752748
2019-05-19,99577968
2019-05-20,124142663
2019-05-21,128713857
2019-05-22,131808308
2019-05-24,136307669
2019-05-25,117512266
2019-05-26,98764740
2019-05-27,122724167
2019-05-28,119228023
2019-05-29,128114318
2019-05-30,132560151
2019-05-31,135961847
2019-06-01,117188916
2019-06-02,97181164
2019-06-03,122165617
2019-06-04,128143053
2019-06-05,130481435
2019-06-06,132433403
2019-06-07,135976939
2019-06-08,109441456
2019-06-09,94273285
2019-06-10,84678789
2019-06-11,126652200
2019-06-12,126866303
2019-06-13,132662518
2019-06-14,135771373
2019-06-15,117601719
2019-06-16,97515115
2019-06-17,124563687
2019-06-18,126850501
2019-06-19,130023088
2019-06-20,131373134
2019-06-21,135408709
2019-06-22,115210633
2019-06-23,96968597
2019-06-24,122268741
2019-06-25,127861011
2019-06-26,130254059
2019-06-27,132505381
2019-06-28,136159886
2019-06-29,110408796
2019-06-30,97589903
2019-07-01,119486499
2019-07-02,122751270
2019-07-03,125446323
2019-07-04,118119577
2019-07-05,131095380
2019-07-06,111816902
2019-07-07,93269181
2019-07-08,118760636
2019-07-09,124219038
2019-07-10,126662351
2019-07-11,128246159
2019-07-12,130799116
2019-07-13,110847732
2019-07-14,94472278
2019-07-15,123295102
2019-07-16,128494861
2019-07-17,130888305
2019-07-18,133539317
2019-07-19,137540434
2019-07-20,118589413
2019-07-21,98904987
2019-07-22,125938060
2019-07-23,132213177
2019-07-24,135795423
2019-07-25,138769516
2019-07-26,141453277
2019-07-27,122568610
2019-07-28,104021841
2019-07-29,129075423
2019-07-30,133938807
2019-07-31,136669506
2019-08-01,138592806
2019-08-02,142472323
2019-08-03,122242327
2019-08-04,103191322
2019-08-05,128919613
2019-08-06,133609525
2019-08-07,136629893
2019-08-08,138291182
2019-08-09,139349159
2019-08-10,117843409
2019-08-11,100724812
2019-08-12,129325347
2019-08-13,133721178
2019-08-14,136593152
2019-08-15,139121833
2019-08-16,142174555
2019-08-17,125400648
2019-08-18,103830906
2019-08-19,128943274
2019-08-20,134274250
2019-08-21,136961609
2019-08-22,140018399
2019-08-23,144302239
2019-08-24,123100663
2019-08-25,105131891
2019-08-26,130454119
2019-08-27,135002799
2019-08-28,136287610
2019-08-29,139717997
2019-08-30,145003631
2019-08-31,127447538
2019-09-01,105411704
2019-09-02,130796716
2019-09-03,134264452
2019-09-04,137174451
2019-09-05,139616029
2019-09-06,141999275
2019-09-07,120533524
2019-09-08,100624138
2019-09-09,129052722
2019-09-10,134717411
2019-09-11,138126030
2019-09-12,139727543
2019-09-13,143910008
2019-09-14,124567849
2019-09-15,101260953
2019-09-16,130428110
2019-09-17,135346817
2019-09-18,138263213
2019-09-19,140378588
2019-09-20,142175737
2019-09-21,118949291
2019-09-22,102413492
2019-09-23,127231328
2019-09-24,131931084
2019-09-25,135517749
2019-09-26,141507276
2019-09-27,104024939
2019-09-28,100615230
2019-09-29,98243972
2019-09-30,125326679
2019-10-01,132843620
2019-10-02,135932806
2019-10-04,140873782
2019-10-05,122157717
2019-10-06,103346990
2019-10-07,132598781
2019-10-08,136475984
2019-10-09,139047832
2019-10-10,142157329
2019-10-11,145839873
2019-10-12,126373451
2019-10-13,106121094
2019-10-14,132243439
2019-10-15,137736566
2019-10-16,139369703
2019-10-17,141368328
2019-10-18,146353863
2019-10-19,124989478
2019-10-20,106247325
2019-10-21,133768236
2019-10-22,138603528
2019-10-23,141283238
2019-10-24,143905446
2019-10-25,146260241
2019-10-26,123923898
2019-10-27,105430686
2019-10-28,134337094
2019-10-29,139458054
2019-10-30,141627036
2019-10-31,144105572
2019-11-01,145641926
2019-11-02,112357564
2019-11-03,98039486
2019-11-04,119732196
2019-11-05,96028624
2019-11-06,137440041
2019-11-07,140413383
2019-11-08,144344458
2019-11-09,122563463
2019-11-10,105069939
2019-11-11,135803482
2019-11-12,138942788
2019-11-13,141407470
2019-11-14,144386568
2019-11-15,148301692
2019-11-16,128931709
2019-11-17,108878371
2019-11-18,135510771
2019-11-19,140471476
2019-11-20,144407709
2019-11-21,140750290
2019-11-22,151248598
2019-11-23,129808882
2019-11-24,112818570
2019-11-25,136366501
2019-11-26,139591801
2019-11-27,143828525
2019-11-28,146353603
2019-11-29,151706950
2019-11-30,130267853
2019-12-01,108180430
2019-12-02,135125765
2019-12-03,140221266
2019-12-04,144297888
2019-12-05,147265752
2019-12-06,151430915
2019-12-07,132239956
2019-12-08,81745571
2019-12-09,136990424
2019-12-10,143568050
2019-12-11,145894828
2019-12-13,151916062
2019-12-14,131946567
2019-12-15,112970137
2019-12-16,140539224
2019-12-17,144580387
2019-12-18,144920989
2019-12-19,151646758
2019-12-20,141631991
2019-12-21,125634162
2019-12-22,111008485
2019-12-23,132671785
2019-12-24,124618500
2019-12-25,84202430
2019-12-26,93823021
2019-12-27,110815533
2019-12-28,98769320
2019-12-29,92808989
2019-12-30,97579281
2019-12-31,107400265
2020-01-01,85031290
2020-01-02,108169775
2020-01-03,112574834
2020-01-04,100286801
2020-01-05,89976910
2020-01-06,114131689
2020-01-07,117943480
2020-01-08,122410860
2020-01-09,125353406
2020-01-10,125966797
2020-01-11,111277695
2020-01-12,99951809
2020-01-13,125755643
2020-01-14,128875333
2020-01-15,127679955
2020-01-16,135131977
2020-01-17,138857593
2020-01-18,119257741
2020-01-19,101559625
2020-01-20,127238975
2020-01-21,134034013
2020-01-22,134858951
2020-01-23,138410430
2020-01-24,141624908
2020-01-25,115348505
2020-01-26,99516474
2020-01-27,94075508
2020-01-28,132921767
2020-01-29,137157559
2020-01-30,138962867
2020-01-31,138862033
2020-02-01,115893376
2020-02-02,103518358
2020-02-03,133463753
2020-02-04,137267619
2020-02-05,139420762
2020-02-06,141953731
2020-02-07,146038551
2020-02-08,124277235
2020-02-09,104192928
2020-02-10,133016860
2020-02-11,137900933
2020-02-12,140645677
2020-02-13,144254284
2020-02-14,146063259
2020-02-15,122536274
2020-02-16,106115603
2020-02-17,134927589
2020-02-18,135913864
2020-02-19,137084439
2020-02-20,139033897
2020-02-21,147072534
2020-02-22,127766427
2020-02-23,109645092
2020-02-24,133269232
2020-02-25,137596721
2020-02-26,140059374
2020-02-27,142736443
2020-02-28,146395684
2020-02-29,127758100
2020-03-01,107876488
2020-03-02,134876024
2020-03-03,138662254
2020-03-04,141464014
2020-03-05,141207709
2020-03-06,145501925
2020-03-07,116929969
2020-03-08,102192858
2020-03-09,95484218
2020-03-10,136019435
2020-03-11,140403413
2020-03-12,142605327
2020-03-13,142265481
2020-03-14,117708198
2020-03-15,98299836
2020-03-16,130661390
2020-03-17,130226336
2020-03-18,128204473
2020-03-19,127111569
2020-03-20,129211861
2020-03-21,100479620
2020-03-22,81279140
2020-03-23,114970705
2020-03-24,102276967
2020-03-25,99976692
2020-03-26,98327879
2020-03-27,100306881
2020-03-28,73371915
2020-03-29,54876049
2020-03-30,86901152
2020-03-31,85261070
2020-04-01,86340737
2020-04-02,85105480
2020-04-03,90294920
2020-04-04,62852101
2020-04-05,49935958
2020-04-06,83580834
2020-04-07,84624833
2020-04-08,88024837
2020-04-09,95006703
2020-04-10,40210106
2020-04-11,57837882
2020-04-12,41621250
2020-04-13,48447058
2020-04-14,83829232
2020-04-15,85508787
2020-04-16,88248031
2020-04-17,92297823
2020-04-18,64956351
2020-04-19,53631464
2020-04-20,84867502
2020-04-21,88699974
2020-04-22,90582155
2020-04-23,92351716
2020-04-24,96656373
2020-04-25,65020842
2020-04-26,57217917
2020-04-27,87317637
2020-04-28,91389623
2020-04-29,90479554
2020-05-01,95293523
2020-05-02,73142076
2020-05-03,60219731
2020-05-04,90958183
2020-05-05,95097700
2020-05-06,96490005
2020-05-07,97756645
2020-05-08,103786803
2020-05-09,78284594
2020-05-10,65718958
2020-05-11,91411800
2020-05-12,96523448
2020-05-13,101662335
2020-05-14,103883769
2020-05-15,111412125
2020-05-16,94978913
2020-05-17,78233681
2020-05-18,100752397
2020-05-19,102530565
2020-05-20,104591378
2020-05-21,105317349
2020-05-22,113126809
2020-05-23,93714889
2020-05-24,78461714
2020-05-25,104454186
2020-05-26,109863986
2020-05-27,111356289
2020-05-28,113667400
2020-05-29,120481540
2020-05-30,101021411
2020-05-31,79457659
2020-06-01,105463195
2020-06-02,111553711
2020-06-04,118811601
2020-06-05,124961066
2020-06-06,98528597
2020-06-07,82665319
2020-06-08,81353325
2020-06-09,115098820
2020-06-10,119253755
2020-06-11,121635662
2020-06-12,127667243
2020-06-13,104799319
2020-06-14,85408253
2020-06-15,112783668
2020-06-16,117099547
2020-06-17,120242362
2020-06-18,123293265
2020-06-19,128692346
2020-06-20,105874150
2020-06-21,83333308
2020-06-22,110486920
2020-06-23,116177838
2020-06-24,118396080
2020-06-25,120956112
2020-06-26,125639544
2020-06-27,101942957
2020-06-28,84596449
2020-06-29,110231979
2020-06-30,113320819
2020-07-01,116169627
2020-07-02,112604066
2020-07-03,113999567
2020-07-04,92388155
2020-07-05,74882216
2020-07-06,103518969
2020-07-07,111210920
2020-07-08,124019909
2020-07-09,95023134
2020-07-10,99034248
2020-07-11,68873150
2020-07-12,55025136
2020-07-13,94890603
2020-07-14,98863048
2020-07-15,101835741
2020-07-16,101985680
2020-07-17,105240191
2020-07-18,72513525
2020-07-19,54585425
2020-07-20,93060749
2020-07-21,96297866
2020-07-22,98292460
2020-07-23,96149200
2020-07-24,100799324
2020-07-25,71508285
2020-07-26,54734368
2020-07-27,92257873
2020-07-28,95153170
2020-07-29,97314176
2020-07-30,98390061
2020-07-31,101885263
2020-08-01,74466377
2020-08-02,62906083
2020-08-03,85085405
2020-08-04,87162615
2020-08-05,89103783
2020-08-06,70848003
2020-08-08,45858809
2020-08-09,37292786
2020-08-10,69066317
2020-08-11,70689930
2020-08-12,72215326
2020-08-13,73393523
2020-08-14,76633205
2020-08-15,51850363
2020-08-16,39706127
2020-08-17,70333919
2020-08-18,72982372
2020-08-19,73344524
2020-08-20,74876462
2020-08-21,78851333
2020-08-22,50414656
2020-08-23,41090426
2020-08-24,72743985
2020-08-25,74927084
2020-08-26,77098933
2020-08-27,77042441
2020-08-28,82739171
2020-08-29,57498297
2020-08-30,43273397
2020-08-31,74022498
2020-09-01,77530028
2020-09-02,78844399
2020-09-03,79934629
2020-09-04,84375807
2020-09-05,60030915
2020-09-06,47577686
2020-09-07,76351962
2020-09-08,77435657
2020-09-09,80600198
2020-09-10,81953864
2020-09-11,85600144
2020-09-12,55839492
2020-09-13,47446308
2020-09-14,78740222
2020-09-15,82645416
2020-09-16,84819777
2020-09-17,84734593
2020-09-18,89615524
2020-09-19,63956197
2020-09-20,50926545
2020-09-21,81651521
2020-09-22,83689027
2020-09-23,85389765
2020-09-24,86703309
2020-09-26,62879961
2020-09-27,51708579
2020-09-28,85272114
2020-09-29,90437226
2020-09-30,91088960
2020-10-01,94495685
2020-10-02,98280682
2020-10-03,70571305
2020-10-04,54186909
2020-10-05,87211346
2020-10-06,90940696
2020-10-07,93487142
2020-10-08,92809932
2020-10-09,99151758
2020-10-10,72547903
2020-10-11,57814458
2020-10-12,95684233
2020-10-13,98921061
2020-10-14,102033969
2020-10-15,101044730
2020-10-16,106305540
2020-10-17,67250834
2020-10-18,57589324
2020-10-19,107881334
2020-10-20,110897912
2020-10-21,112096217
2020-10-22,118683673
2020-10-23,86767059
2020-10-24,78391031
2020-10-25,69339801
2020-10-26,106287927
2020-10-27,109835908
2020-10-28,122859636
2020-10-29,123146962
2020-10-30,130059745
2020-10-31,104807881
2020-11-01,90052782
2020-11-02,116782826
2020-11-03,91593003
2020-11-04,118088887
2020-11-05,123275789
2020-11-06,130123208
2020-11-07,108723847
2020-11-08,92432254
2020-11-09,125233351
2020-11-10,128172366
2020-11-11,125563750
2020-11-12,131271231
2020-11-13,138113325
2020-11-14,116971579
2020-11-15,96565229
2020-11-16,122084112
2020-11-17,127600240
2020-11-18,131413599
2020-11-19,133806290
2020-11-20,139865855
2020-11-21,119037622
2020-11-22,96610450
2020-11-23,123718019
2020-11-24,129387885
2020-11-25,134328205
2020-11-26,137189784
2020-11-27,144532425
2020-11-28,121627949
2020-11-29,101051040
2020-11-30,128797637
2020-12-01,130509379
2020-12-02,135275575
2020-12-03,138507033
2020-12-04,144827961
2020-12-05,120573315
2020-12-06,102100898
2020-12-07,126327767
2020-12-08,132818715
2020-12-09,137452845
2020-12-10,141002415
2020-12-11,147125277
2020-12-12,127569252
2020-12-13,108613318
2020-12-14,132620130
2020-12-15,136832884
2020-12-16,141272811
2020-12-17,143610808
2020-12-18,148658715
2020-12-19,127626432
2020-12-20,109582835
2020-12-21,133664626
2020-12-22,134923674
2020-12-23,140691173
2020-12-24,127708023
2020-12-25,83373372
2020-12-26,95219314
2020-12-27,89181829
2020-12-28,93100985
2020-12-29,108599279
2020-12-30,110420934
2020-12-31,106412984
2021-01-01,80526877
2021-01-02,91499122
2021-01-03,84451374
2021-01-04,103013374
2021-01-05,105703404
2021-01-06,111243235
2021-01-07,115461036
2021-01-08,121026853
2021-01-09,109339095
2021-01-10,97614133
2021-01-11,112948718
2021-01-12,121041372
2021-01-13,123800122
2021-01-14,127598225
2021-01-15,130520666
2021-01-16,113160460
2021-01-17,100430088
2021-01-18,122487291
2021-01-19,127373408
2021-01-20,131448099
2021-01-21,134125330
2021-01-22,138260833
2021-01-23,117469715
2021-01-24,97587020
2021-01-25,112238773
2021-01-26,92325475
2021-01-27,132171689
2021-01-28,134586157
2021-01-29,134515983
2021-01-30,121612836
2021-01-31,104374906
2021-02-01,129376713
2021-02-02,133175939
2021-02-03,136908021
2021-02-04,137806398
2021-02-05,139337171
2021-02-06,123822657
2021-02-07,102678061
2021-02-09,134362132
2021-02-10,137909969
2021-02-11,139137196
2021-02-12,151500359
2021-02-13,51173714
2021-02-14,45418017
2021-02-15,71395034
2021-02-16,73879561
2021-02-17,77478169
2021-02-18,140211032
2021-02-19,143966006
2021-02-20,126567124
2021-02-21,106264423
2021-02-22,128918126
2021-02-23,133926540
2021-02-24,136976217
2021-02-25,139454841
2021-02-26,144967138
2021-02-27,127816838
2021-02-28,109525698
2021-03-01,130678263
2021-03-02,134335582
2021-03-03,137178868
2021-03-04,139938190
2021-03-05,144544239
2021-03-06,119092333
2021-03-07,103141364
2021-03-08,92619033
2021-03-09,131237975
2021-03-10,136724070
2021-03-11,138917530
2021-03-12,144958477
2021-03-13,121325406
2021-03-14,105988042
2021-03-15,129525852
2021-03-16,134772427
2021-03-17,137847917
2021-03-18,140207027
2021-03-19,145205808
2021-03-20,126534397
2021-03-21,101630973
2021-03-22,127464137
2021-03-23,133235441
2021-03-24,136137112
2021-03-25,140041019
2021-03-26,145682907
2021-03-27,125268585
2021-03-28,106359820
2021-03-29,130201561
2021-03-30,136867367
2021-03-31,141889269
2021-04-01,148831647
2021-04-02,90582944
2021-04-03,105681664
2021-04-04,93373896
2021-04-05,91645741
2021-04-06,123299165
2021-04-07,129188339
2021-04-08,133941644
2021-04-09,137141692
2021-04-10,118823993
2021-04-11,97213108
2021-04-12,125457062
2021-04-13,130391132
2021-04-14,133147477
2021-04-15,136113764
2021-04-16,140121513
2021-04-17,123693020
2021-04-18,104539358
2021-04-19,128487340
2021-04-20,131686625
2021-04-21,137443755
2021-04-22,139512076
2021-04-23,144288293
2021-04-24,124126053
2021-04-25,100482517
2021-04-26,127839096
2021-04-27,134868344
2021-04-28,138378593
2021-04-29,141011664
2021-04-30,145687304
2021-05-01,127631247
2021-05-02,106713101
2021-05-03,128692401
2021-05-04,132511579
2021-05-05,137503595
2021-05-06,140942070
2021-05-07,146930608
2021-05-08,130074153
2021-05-09,111423651
2021-05-10,127585420
2021-05-11,133779369
2021-05-12,138019840
2021-05-13,138603216
2021-05-14,143398674
2021-05-15,123845427
2021-05-16,104089166
2021-05-17,128792184
2021-05-18,134214537
2021-05-19,137835715
2021-05-20,139565106
2021-05-21,145252496
2021-05-22,128946887
2021-05-23,108480592
2021-05-24,128332859
2021-05-25,130939343
2021-05-26,131315639
2021-05-27,139742070
2021-05-28,82773457
2021-05-29,55061324
2021-05-30,46547102
2021-05-31,82805570
2021-06-01,84666617
2021-06-02,87466510
2021-06-03,90180603
2021-06-04,100192380
2021-06-05,71357227
2021-06-06,57559667
2021-06-07,93633432
2021-06-08,93006547
2021-06-09,92712616
2021-06-10,94996311
2021-06-11,128693350
2021-06-12,103806777
2021-06-13,88688405
2021-06-14,82713500
2021-06-15,120660237
2021-06-16,123358222
2021-06-17,127090696
2021-06-18,136971980
2021-06-19,118692508
2021-06-20,99271423
2021-06-21,125350306
2021-06-22,129073900
2021-06-23,131135031
2021-06-24,134975587
2021-06-25,138968341
2021-06-26,121186861
2021-06-27,101448923
2021-06-28,123139598
2021-06-29,129084174
2021-06-30,131636861
2021-07-01,133398177
2021-07-02,135902026
2021-07-03,117548296
2021-07-04,97585903
2021-07-05,122106623
2021-07-06,128156325
2021-07-07,131371999
2021-07-08,134178342
2021-07-09,139193363
2021-07-10,121169613
2021-07-11,103191170
