scats_site,time_bin,avg_15m_volume
3393,08:30,53.83789923220208
3393,08:45,53.81555663293134
3393,09:00,52.11319783115742
3393,09:15,52.529727110276525
3393,09:30,52.81700246741648
3393,09:45,52.63416002182943
3393,10:00,50.80809720283963
3393,10:15,51.43063934277139
3393,10:30,52.47534229976978
3393,10:45,52.897084698458926
3393,11:00,52.47761511036941
3393,11:15,53.38405852089056
3393,11:30,54.41185663996116
3393,11:45,54.8544874715262
3393,12:00,54.93677664012135
3393,12:15,55.78874221366757
3393,12:30,55.85655389838729
3393,12:45,55.26960070392621
3393,13:00,54.294488857875336
3393,13:15,54.60097050572447
3393,13:30,55.04454694422528
3393,13:45,54.67677227482399
3393,14:00,54.85156996224813
3393,14:15,55.81377876267379
3393,14:30,56.9044630404463
3393,14:45,57.24169143065074
3393,15:00,58.0689932356599
3393,15:15,58.891744371162154
3393,15:30,59.25281681608917
3393,15:45,58.864063520017005
3393,16:00,58.80527722110889
3393,16:15,59.650693033271665
3393,16:30,59.315432781964006
3393,16:45,59.54141751403855
3393,17:00,60.05212378640777
3393,17:15,60.70179667955424
3393,17:30,59.53346769916198
3393,17:45,58.461123241145074
3393,18:00,57.53873442284952
3393,18:15,56.80581774108022
3393,18:30,55.1586635351163
3393,18:45,52.656433901595584
3393,19:00,49.08182879318447
3393,19:15,47.18497890551492
3393,19:30,43.9964398254757
3393,19:45,41.819586298999894
3393,20:00,39.704617205998424
3393,20:15,39.31083975030756
3393,20:30,37.98888855156501
3393,20:45,36.69989521162695
3393,21:00,36.83498344823397
3393,21:15,37.575878739965944
3393,21:30,37.17520646073824
3393,21:45,36.62991886717919
3393,22:00,35.96502933219855
3393,22:15,35.51663856867302
3393,22:30,33.30208270083187
3393,22:45,31.08143772587846
3393,23:00,29.511381755781994
3393,23:15,27.677996503762255
3393,23:30,25.05997661671146
3393,23:45,22.516704868015605
3516,00:00,21.571392229417206
3516,00:15,19.507928057220898
3516,00:30,16.72147891392259
3516,00:45,14.184477929773395
3516,01:00,12.371110390813113
3516,01:15,11.128550627499017
3516,01:30,10.21213171577123
3516,01:45,9.28830579850988
3516,02:00,8.437682570593964
