site,volume,site_name,latitude,longitude,lookup_source
4669,115370770.0,,,,
3709,115300788.0,,,,
4365,115286046.0,,,,
4927,115282016.0,,,,
3486,115272885.0,,,,
2795,115177903.0,,,,
6258,115144745.0,,,,
4983,115091135.0,,,,
4765,115054729.0,,,,
639,114983914.0,,,,
982,114958408.0,,,,
2040,114941575.0,,,,
703,114884054.0,,,,
4829,114843614.0,,,,
6082,114839010.0,,,,
3337,114713582.0,,,,
2647,114704198.0,,,,
366,114683534.0,,,,
1392,114677897.0,,,,
1376,114665140.0,,,,
3542,114656599.0,,,,
4778,114644577.0,,,,
3141,114631015.0,,,,
977,114535932.0,,,,
235,114446227.0,,,,
4471,114354762.0,,,,
343,114348410.0,,,,
5213,114343585.0,,,,
6815,114284820.0,,,,
650,114265375.0,,,,
1362,114255055.0,,,,
5066,114226552.0,,,,
5271,114200500.0,,,,
2654,114174867.0,,,,
1164,114037425.0,,,,
338,114029523.0,,,,
6092,113882681.0,,,,
2663,113863957.0,,,,
1237,113859981.0,,,,
1982,113838814.0,,,,
2290,113733490.0,,,,
2175,113629990.0,,,,
3334,113618602.0,,,,
4819,113603940.0,,,,
6257,113587622.0,,,,
715,113586003.0,,,,
1229,113535678.0,,,,
4066,113483327.0,,,,
4945,113335776.0,,,,
3843,113181100.0,,,,
3149,113121474.0,,,,
479,113103816.0,,,,
3234,113101752.0,,,,
2692,113101085.0,,,,
3301,112981056.0,,,,
4897,112977119.0,,,,
3626,112880345.0,,,,
2853,112864223.0,,,,
4533,112861586.0,,,,
4423,112846837.0,,,,
4949,112750729.0,,,,
4885,112582031.0,,,,
3937,112546258.0,,,,
4005,112517516.0,,,,
209,112502257.0,,,,
4011,112485484.0,,,,
4768,112322696.0,,,,
4899,112303794.0,,,,
222,112267924.0,,,,
5331,112244379.0,,,,
729,112186051.0,,,,
815,112144881.0,,,,
6254,111995486.0,,,,
5250,111941802.0,,,,
4759,111940331.0,,,,
3255,111938526.0,,,,
100,111922510.0,,,,
370,111894528.0,,,,
2736,111893273.0,,,,
1208,111888868.0,,,,
2342,111863130.0,,,,
3632,111860297.0,,,,
4128,111854823.0,,,,
3877,111839579.0,,,,
4112,111816227.0,,,,
4972,111655558.0,,,,
3309,111569991.0,,,,
4833,111569454.0,,,,
4416,111539543.0,,,,
609,111482001.0,,,,
975,111442109.0,,,,
5078,111436646.0,,,,
5350,111411772.0,,,,
4260,111405917.0,,,,
1315,111387720.0,,,,
3571,111381095.0,,,,
4390,111301523.0,,,,
4502,111276861.0,,,,
3760,111233538.0,,,,
1161,111168396.0,,,,
6631,111144677.0,,,,
5104,111139752.0,,,,
5121,111134892.0,,,,
4445,111115879.0,,,,
379,111061339.0,,,,
3231,110968815.0,,,,
2721,110937859.0,,,,
1203,110902477.0,,,,
4803,110901272.0,,,,
4823,110736000.0,,,,
6089,110713790.0,,,,
2341,110646021.0,,,,
2716,110627879.0,,,,
6201,110589207.0,,,,
522,110571550.0,,,,
4649,110567113.0,,,,
6223,110560183.0,,,,
4143,110533850.0,,,,
3765,110515901.0,,,,
753,110468577.0,,,,
3221,110444829.0,,,,
4258,110388676.0,,,,
1399,110383180.0,,,,
668,110363971.0,,,,
3428,110292935.0,,,,
3667,110278588.0,,,,
4081,110232806.0,,,,
3905,110223202.0,,,,
376,110187556.0,,,,
3034,110151283.0,,,,
1739,110129818.0,,,,
1091,110098268.0,,,,
626,110059465.0,,,,
5274,110058928.0,,,,
4222,110043034.0,,,,
3111,110030861.0,,,,
519,110010433.0,,,,
362,109975526.0,,,,
6262,109825780.0,,,,
3981,109797602.0,,,,
4602,109739495.0,,,,
6692,109728734.0,,,,
1753,109726861.0,,,,
2994,109566380.0,,,,
6259,109401203.0,,,,
230,109399246.0,,,,
3035,109375436.0,,,,
3798,109159935.0,,,,
4214,109146912.0,,,,
3964,109141008.0,,,,
4779,109030974.0,,,,
2624,108977549.0,,,,
4654,108976145.0,,,,
4787,108972386.0,,,,
3750,108808276.0,,,,
372,108787955.0,,,,
4022,108768210.0,,,,
3812,108678426.0,,,,
3440,108655558.0,,,,
263,108646057.0,,,,
2905,108600362.0,,,,
920,108540574.0,,,,
4345,108490824.0,,,,
3801,108403653.0,,,,
501,108387397.0,,,,
3364,108372950.0,,,,
1344,108364797.0,,,,
4013,108353857.0,,,,
630,108351435.0,,,,
1242,108336330.0,,,,
3611,108265080.0,,,,
1311,108165081.0,,,,
4884,108162129.0,,,,
3725,108136895.0,,,,
1830,108125821.0,,,,
1485,108117351.0,,,,
272,108082778.0,,,,
395,108035797.0,,,,
5817,108013362.0,,,,
224,107963964.0,,,,
3268,107950838.0,,,,
952,107931414.0,,,,
4583,107825103.0,,,,
6086,107799087.0,,,,
5106,107796063.0,,,,
6333,107792630.0,,,,
4071,107735804.0,,,,
2782,107720498.0,,,,
104,107664869.0,,,,
2568,107661574.0,,,,
4789,107655661.0,,,,
4297,107614084.0,,,,
801,107495618.0,,,,
4024,107491621.0,,,,
5297,107475186.0,,,,
2548,107398711.0,,,,
5116,107395086.0,,,,
1513,107372053.0,,,,
881,107358206.0,,,,
4617,107347675.0,,,,
3926,107282210.0,,,,
1788,107271258.0,,,,
3820,107248489.0,,,,
5058,107246514.0,,,,
2738,107223038.0,,,,
5205,107109624.0,,,,
1418,107097874.0,,,,
4235,107010696.0,,,,
5256,107009528.0,,,,
1713,106883521.0,,,,
4525,106877421.0,,,,
6078,106850961.0,,,,
4078,106835228.0,,,,
3307,106758446.0,,,,
4723,106751169.0,,,,
2318,106750180.0,,,,
1002,106749415.0,,,,
4820,106706891.0,,,,
1590,106568109.0,,,,
4664,106518770.0,,,,
5050,106482892.0,,,,
396,106396033.0,,,,
5265,106278620.0,,,,
4484,106271535.0,,,,
4234,106233835.0,,,,
806,106150658.0,,,,
4722,106143029.0,,,,
4636,106132966.0,,,,
1704,106118501.0,,,,
557,106075005.0,,,,
2808,106069260.0,,,,
4913,106039580.0,,,,
4809,105996332.0,,,,
5083,105978923.0,,,,
3842,105968552.0,,,,
4074,105937622.0,,,,
3183,105927713.0,,,,
4413,105922730.0,,,,
4008,105918077.0,,,,
279,105901687.0,,,,
4295,105881571.0,,,,
4762,105866433.0,,,,
301,105859259.0,,,,
2910,105851185.0,,,,
2518,105816080.0,,,,
148,105793440.0,,,,
5875,105689061.0,,,,
1200,105679142.0,,,,
4979,105616168.0,,,,
6449,105504279.0,,,,
4771,105462817.0,,,,
5325,105441248.0,,,,
4140,105410877.0,,,,
6450,105374400.0,,,,
5654,105374138.0,,,,
773,105358846.0,,,,
1068,105261900.0,,,,
515,105217186.0,,,,
6265,105184772.0,,,,
4827,105175475.0,,,,
3909,105167944.0,,,,
4007,105124703.0,,,,
3997,105078634.0,,,,
2870,105026249.0,,,,
4852,105022017.0,,,,
6280,105004951.0,,,,
1489,104837139.0,,,,
244,104734219.0,,,,
5902,104630727.0,,,,
262,104615992.0,,,,
4648,104592493.0,,,,
4733,104592138.0,,,,
2650,104572930.0,,,,
804,104453218.0,,,,
3259,104425420.0,,,,
4385,104402723.0,,,,
6207,104395945.0,,,,
355,104235588.0,,,,
4845,104207144.0,,,,
4618,104166356.0,,,,
3123,104124305.0,,,,
223,104123433.0,,,,
2660,103946590.0,,,,
4075,103910699.0,,,,
3591,103895070.0,,,,
868,103894809.0,,,,
6820,103882119.0,,,,
6094,103783182.0,,,,
3099,103766872.0,,,,
734,103752773.0,,,,
3861,103703515.0,,,,
1723,103679748.0,,,,
6442,103669731.0,,,,
2862,103641447.0,,,,
3606,103625358.0,,,,
2664,103614046.0,,,,
4088,103563991.0,,,,
638,103538653.0,,,,
4912,103514922.0,,,,
4493,103488986.0,,,,
4948,103471333.0,,,,
4243,103394536.0,,,,
4080,103302219.0,,,,
4262,103243622.0,,,,
2707,103197697.0,,,,
5324,103108843.0,,,,
789,103070584.0,,,,
6085,102977744.0,,,,
5298,102934450.0,,,,
5137,102832519.0,,,,
460,102821958.0,,,,
3406,102804396.0,,,,
682,102801988.0,,,,
651,102800785.0,,,,
2651,102788511.0,,,,
2932,102688976.0,,,,
2705,102646002.0,,,,
4378,102624922.0,,,,
590,102600489.0,,,,
1010,102558051.0,,,,
4626,102546879.0,,,,
5230,102525304.0,,,,
595,102485937.0,,,,
345,102405034.0,,,,
1262,102368743.0,,,,
1329,102339142.0,,,,
4857,102287577.0,,,,
4644,102261230.0,,,,
681,102249448.0,,,,
4916,102237390.0,,,,
3550,102218314.0,,,,
3921,102195342.0,,,,
3102,102139552.0,,,,
3353,102043856.0,,,,
3809,101999429.0,,,,
6290,101962617.0,,,,
3025,101902973.0,,,,
4597,101892585.0,,,,
1563,101878975.0,,,,
4791,101809878.0,,,,
405,101796697.0,,,,
5277,101793723.0,,,,
5342,101781552.0,,,,
3917,101758984.0,,,,
4158,101748348.0,,,,
718,101739115.0,,,,
2592,101695742.0,,,,
2350,101652782.0,,,,
4426,101638123.0,,,,
4606,101619512.0,,,,
2385,101582480.0,,,,
2912,101510994.0,,,,
3684,101499317.0,,,,
1157,101490791.0,,,,
2661,101411614.0,,,,
275,101401520.0,,,,
5226,101401245.0,,,,
1394,101215244.0,,,,
4249,101195791.0,,,,
5307,101124165.0,,,,
4154,101105488.0,,,,
3354,101101955.0,,,,
3457,101000113.0,,,,
3375,100991413.0,,,,
745,100974768.0,,,,
2179,100969908.0,,,,
2809,100962082.0,,,,
6691,100950882.0,,,,
2986,100896815.0,,,,
3876,100893238.0,,,,
913,100868749.0,,,,
1031,100838220.0,,,,
4124,100735761.0,,,,
2353,100657411.0,,,,
3026,100533493.0,,,,
1324,100478773.0,,,,
4290,100407050.0,,,,
4399,100395563.0,,,,
2791,100377277.0,,,,
1067,100346429.0,,,,
1000,100270842.0,,,,
3527,100252298.0,,,,
3214,100249211.0,,,,
4114,100233178.0,,,,
1565,100181515.0,,,,
4294,100136211.0,,,,
3927,100104237.0,,,,
277,100063911.0,,,,
4126,99973718.0,,,,
3322,99963334.0,,,,
4826,99922872.0,,,,
3930,99881360.0,,,,
4955,99795718.0,,,,
3979,99782402.0,,,,
1363,99738132.0,,,,
1180,99692854.0,,,,
3335,99648778.0,,,,
716,99646817.0,,,,
976,99641177.0,,,,
3258,99621975.0,,,,
761,99590393.0,,,,
4535,99578948.0,,,,
4292,99505079.0,,,,
4010,99252198.0,,,,
5118,99251580.0,,,,
4907,99215547.0,,,,
617,99200330.0,,,,
3159,99174991.0,,,,
4679,99137658.0,,,,
3285,99052222.0,,,,
3888,98832813.0,,,,
5196,98715342.0,,,,
3715,98708357.0,,,,
4776,98674206.0,,,,
1398,98673572.0,,,,
144,98592791.0,,,,
1512,98569970.0,,,,
3176,98569778.0,,,,
1370,98558361.0,,,,
4700,98539636.0,,,,
4610,98504299.0,,,,
4396,98475829.0,,,,
4595,98464647.0,,,,
3855,98457438.0,,,,
563,98451305.0,,,,
1585,98422493.0,,,,
3654,98342280.0,,,,
5606,98224028.0,,,,
3203,98215488.0,,,,
4272,98098359.0,,,,
1340,98040824.0,,,,
1505,97991023.0,,,,
1547,97918269.0,,,,
152,97912339.0,,,,
5212,97870259.0,,,,
3027,97869259.0,,,,
5361,97824874.0,,,,
564,97817152.0,,,,
4117,97798932.0,,,,
4138,97778905.0,,,,
1366,97747743.0,,,,
3431,97624452.0,,,,
6686,97594718.0,,,,
633,97578286.0,,,,
3983,97571641.0,,,,
701,97450109.0,,,,
1184,97449735.0,,,,
1011,97435544.0,,,,
6338,97426713.0,,,,
6702,97313071.0,,,,
4599,97217400.0,,,,
1719,97183702.0,,,,
3144,97104057.0,,,,
3424,97052649.0,,,,
5207,97031247.0,,,,
3811,96981823.0,,,,
5056,96968918.0,,,,
4025,96865281.0,,,,
1346,96807334.0,,,,
2901,96724128.0,,,,
2841,96710300.0,,,,
3719,96684147.0,,,,
1509,96679013.0,,,,
1236,96573713.0,,,,
751,96554994.0,,,,
1554,96442708.0,,,,
1243,96435189.0,,,,
4497,96366421.0,,,,
2482,96316084.0,,,,
776,96314145.0,,,,
308,96239272.0,,,,
3730,96234626.0,,,,
1561,96199008.0,,,,
4068,96051943.0,,,,
1146,96031961.0,,,,
1321,95997909.0,,,,
1080,95920747.0,,,,
3613,95871494.0,,,,
3095,95809681.0,,,,
5263,95803789.0,,,,
1217,95802729.0,,,,
3780,95683317.0,,,,
3938,95682744.0,,,,
1710,95666538.0,,,,
3708,95629276.0,,,,
218,95616345.0,,,,
1026,95568467.0,,,,
4966,95540886.0,,,,
6332,95538071.0,,,,
3998,95533651.0,,,,
1716,95440398.0,,,,
4018,95402700.0,,,,
6083,95366039.0,,,,
421,95318842.0,,,,
6289,95310792.0,,,,
1174,95306952.0,,,,
5319,95268336.0,,,,
1166,95088660.0,,,,
5138,95079496.0,,,,
5815,95072569.0,,,,
3452,95061356.0,,,,
247,95016052.0,,,,
4655,94997861.0,,,,
3200,94958277.0,,,,
116,94907398.0,,,,
4490,94870455.0,,,,
5305,94814603.0,,,,
3818,94806380.0,,,,
770,94773285.0,,,,
4300,94753065.0,,,,
990,94741061.0,,,,
5878,94727166.0,,,,
6337,94722407.0,,,,
1151,94721878.0,,,,
4699,94695618.0,,,,
4625,94662917.0,,,,
1794,94571706.0,,,,
4447,94570723.0,,,,
32038,94562435.0,,,,
2683,94525469.0,,,,
4152,94503565.0,,,,
1009,94436567.0,,,,
5190,94421716.0,,,,
4204,94421576.0,,,,
4016,94328814.0,,,,
2033,94305492.0,,,,
2042,94265126.0,,,,
1796,94253236.0,,,,
3243,94168374.0,,,,
469,94064948.0,,,,
3245,94054460.0,,,,
3823,94035950.0,,,,
5258,94006580.0,,,,
2719,93979618.0,,,,
2944,93905890.0,,,,
4834,93848484.0,,,,
5102,93830159.0,,,,
5320,93808652.0,,,,
2762,93473466.0,,,,
947,93415111.0,,,,
4343,93251641.0,,,,
3957,93245027.0,,,,
4397,93206053.0,,,,
4101,93103952.0,,,,
5248,93045398.0,,,,
1162,92998182.0,,,,
3536,92984972.0,,,,
3216,92957833.0,,,,
3959,92953725.0,,,,
727,92949285.0,,,,
1950,92947705.0,,,,
3753,92925968.0,,,,
800,92841466.0,,,,
320,92800825.0,,,,
4818,92796537.0,,,,
3160,92711903.0,,,,
2182,92692180.0,,,,
4340,92683580.0,,,,
4640,92682378.0,,,,
2345,92647563.0,,,,
5299,92645384.0,,,,
5389,92638214.0,,,,
2118,92636386.0,,,,
2211,92603518.0,,,,
5912,92445404.0,,,,
4092,92435112.0,,,,
4531,92406562.0,,,,
2981,92335904.0,,,,
2694,92306396.0,,,,
1715,92246894.0,,,,
792,92214530.0,,,,
4116,92183358.0,,,,
3806,92079788.0,,,,
509,92075695.0,,,,
2765,92031216.0,,,,
2769,92026403.0,,,,
348,92005200.0,,,,
4614,91927193.0,,,,
3711,91714722.0,,,,
3134,91686590.0,,,,
5117,91622041.0,,,,
5312,91576023.0,,,,
5204,91566890.0,,,,
1369,91495449.0,,,,
3968,91483041.0,,,,
5198,91475931.0,,,,
2743,91389948.0,,,,
1564,91362419.0,,,,
2708,91319412.0,,,,
4678,91294153.0,,,,
5192,91190715.0,,,,
6292,91141244.0,,,,
476,91074428.0,,,,
387,91031259.0,,,,
5329,91024983.0,,,,
5158,90997472.0,,,,
3941,90941523.0,,,,
4911,90921106.0,,,,
4915,90858213.0,,,,
754,90843072.0,,,,
3810,90815413.0,,,,
6828,90725016.0,,,,
919,90690039.0,,,,
624,90680562.0,,,,
4189,90625443.0,,,,
3355,90607918.0,,,,
3032,90562910.0,,,,
3000,90362511.0,,,,
5317,90306725.0,,,,
2947,90284657.0,,,,
2581,90284437.0,,,,
3427,90267655.0,,,,
989,90233788.0,,,,
6408,90203287.0,,,,
4376,90180088.0,,,,
3189,90169712.0,,,,
5026,90159760.0,,,,
2293,90143596.0,,,,
6138,90132367.0,,,,
992,90082734.0,,,,
4795,90066046.0,,,,
250,90063536.0,,,,
649,89993229.0,,,,
3791,89991075.0,,,,
2982,89954191.0,,,,
5071,89946327.0,,,,
6447,89943945.0,,,,
2892,89831837.0,,,,
4091,89824961.0,,,,
340,89808950.0,,,,
5255,89785275.0,,,,
3995,89783564.0,,,,
4223,89699402.0,,,,
2698,89675445.0,,,,
3300,89523907.0,,,,
3181,89483945.0,,,,
5197,89391787.0,,,,
4196,89320236.0,,,,
2292,89305535.0,,,,
3185,89281267.0,,,,
3808,89169143.0,,,,
101,89142646.0,,,,
4433,89106701.0,,,,
6287,89096231.0,,,,
4866,89076336.0,,,,
2960,89029295.0,,,,
397,88954425.0,,,,
4111,88939101.0,,,,
227,88843351.0,,,,
5659,88840248.0,,,,
3573,88837637.0,,,,
3482,88808431.0,,,,
240,88798220.0,,,,
3235,88774118.0,,,,
6412,88616630.0,,,,
4581,88589043.0,,,,
2674,88565255.0,,,,
4457,88554138.0,,,,
1476,88438847.0,,,,
5173,88389126.0,,,,
4799,88304326.0,,,,
4697,88267072.0,,,,
3860,88237495.0,,,,
1037,88236346.0,,,,
1522,88224499.0,,,,
3792,88173047.0,,,,
2669,88150236.0,,,,
6101,88131501.0,,,,
2566,87993554.0,,,,
249,87868091.0,,,,
3971,87830743.0,,,,
1116,87780343.0,,,,
2686,87778383.0,,,,
1566,87705610.0,,,,
4090,87647127.0,,,,
4150,87538563.0,,,,
787,87481295.0,,,,
4817,87468932.0,,,,
4851,87465602.0,,,,
212,87458137.0,,,,
4635,87415525.0,,,,
4828,87385953.0,,,,
453,87366263.0,,,,
2111,87323199.0,,,,
3291,87320529.0,,,,
2058,87255717.0,,,,
4906,87215898.0,,,,
106,87085942.0,,,,
3731,87083269.0,,,,
357,86953422.0,,,,
3644,86841815.0,,,,
6291,86811180.0,,,,
1325,86804424.0,,,,
3924,86803109.0,,,,
6121,86772060.0,,,,
4144,86760063.0,,,,
2133,86654905.0,,,,
4029,86602498.0,,,,
4530,86582977.0,,,,
6264,86562900.0,,,,
3507,86483064.0,,,,
5388,86460999.0,,,,
4580,86429103.0,,,,
6088,86402077.0,,,,
5031,86388626.0,,,,
720,86310686.0,,,,
3240,86296748.0,,,,
1017,86280230.0,,,,
4807,86278220.0,,,,
1006,86211191.0,,,,
5194,86200082.0,,,,
5950,86080650.0,,,,
4269,86065701.0,,,,
2779,86065271.0,,,,
6285,86039527.0,,,,
3769,86029348.0,,,,
1382,86019798.0,,,,
4534,85998927.0,,,,
5222,85994530.0,,,,
3239,85956929.0,,,,
622,85886302.0,,,,
4031,85859352.0,,,,
2171,85845699.0,,,,
3313,85836416.0,,,,
499,85826373.0,,,,
925,85688437.0,,,,
2987,85653562.0,,,,
498,85620408.0,,,,
1406,85617274.0,,,,
1005,85611805.0,,,,
4180,85597831.0,,,,
4854,85593714.0,,,,
2935,85580249.0,,,,
4763,85547459.0,,,,
5913,85539061.0,,,,
4118,85482574.0,,,,
4424,85441197.0,,,,
1147,85287084.0,,,,
1192,85210545.0,,,,
6444,85175832.0,,,,
5318,85112374.0,,,,
6080,84964333.0,,,,
6075,84915869.0,,,,
4451,84901785.0,,,,
4073,84872922.0,,,,
2682,84855230.0,,,,
5810,84844094.0,,,,
3819,84762387.0,,,,
3651,84762026.0,,,,
5850,84616781.0,,,,
942,84441950.0,,,,
1322,84408918.0,,,,
1570,84321525.0,,,,
4709,84273328.0,,,,
1714,84240066.0,,,,
833,84227233.0,,,,
4372,84210827.0,,,,
5877,84197085.0,,,,
4084,84194530.0,,,,
4285,84127720.0,,,,
5276,84089522.0,,,,
6827,84070411.0,,,,
3528,84049657.0,,,,
2729,83999155.0,,,,
3864,83967051.0,,,,
1425,83960034.0,,,,
4348,83883626.0,,,,
6821,83832292.0,,,,
4347,83771715.0,,,,
912,83764547.0,,,,
4479,83747079.0,,,,
4921,83691708.0,,,,
1400,83683242.0,,,,
4680,83567729.0,,,,
3624,83524581.0,,,,
821,83501245.0,,,,
2679,83431860.0,,,,
3310,83427141.0,,,,
4349,83389804.0,,,,
690,83388662.0,,,,
3827,83385268.0,,,,
2796,83352931.0,,,,
6294,83312565.0,,,,
2710,83271077.0,,,,
6097,83234487.0,,,,
4082,83176403.0,,,,
4888,83169760.0,,,,
2297,83149837.0,,,,
3439,83149235.0,,,,
1519,83111687.0,,,,
3832,83109056.0,,,,
5029,83108586.0,,,,
2937,82995841.0,,,,
6304,82983664.0,,,,
4093,82911370.0,,,,
2891,82854513.0,,,,
2687,82847470.0,,,,
897,82752324.0,,,,
5300,82743107.0,,,,
474,82734114.0,,,,
641,82707104.0,,,,
520,82692875.0,,,,
4410,82613270.0,,,,
5089,82524392.0,,,,
3478,82443928.0,,,,
2819,82442089.0,,,,
4407,82435202.0,,,,
5842,82387674.0,,,,
3567,82352911.0,,,,
3828,82344088.0,,,,
3358,82322975.0,,,,
346,82317546.0,,,,
108,82298903.0,,,,
6819,82292051.0,,,,
6098,82269555.0,,,,
3311,82145768.0,,,,
666,82121410.0,,,,
4072,82051581.0,,,,
4761,81953359.0,,,,
516,81923459.0,,,,
220,81908765.0,,,,
4335,81889378.0,,,,
3837,81843596.0,,,,
5351,81834584.0,,,,
4391,81808787.0,,,,
2983,81793850.0,,,,
3199,81792716.0,,,,
4450,81743399.0,,,,
6214,81723441.0,,,,
6077,81679561.0,,,,
5077,81674887.0,,,,
248,81656322.0,,,,
1518,81622875.0,,,,
5280,81528610.0,,,,
4923,81517147.0,,,,
4242,81504731.0,,,,
5054,81498234.0,,,,
5353,81480584.0,,,,
507,81418254.0,,,,
4393,81413369.0,,,,
1430,81370947.0,,,,
5339,81359519.0,,,,
3830,81306416.0,,,,
3104,81301604.0,,,,
2652,81301135.0,,,,
1148,81254798.0,,,,
4486,81251991.0,,,,
1533,81202393.0,,,,
6276,81201396.0,,,,
4545,81104781.0,,,,
4275,81081865.0,,,,
613,81032164.0,,,,
4293,81003658.0,,,,
558,80983451.0,,,,
933,80951233.0,,,,
4280,80905863.0,,,,
4729,80883076.0,,,,
4392,80880051.0,,,,
1338,80835128.0,,,,
2013,80828309.0,,,,
2969,80770615.0,,,,
2896,80712549.0,,,,
4417,80701317.0,,,,
6440,80679356.0,,,,
542,80671923.0,,,,
4491,80655653.0,,,,
4632,80595790.0,,,,
2970,80585143.0,,,,
2491,80535879.0,,,,
5260,80469971.0,,,,
1013,80457961.0,,,,
217,80421357.0,,,,
5951,80397418.0,,,,
4412,80388835.0,,,,
4366,80308200.0,,,,
118,80254115.0,,,,
5879,80245898.0,,,,
487,80177107.0,,,,
5052,80123708.0,,,,
4712,80107810.0,,,,
4758,80090558.0,,,,
2349,80082098.0,,,,
1368,80080968.0,,,,
1768,79995504.0,,,,
1259,79992197.0,,,,
5221,79909914.0,,,,
5291,79869795.0,,,,
5022,79791905.0,,,,
4059,79753286.0,,,,
2469,79726365.0,,,,
1352,79689289.0,,,,
1054,79680901.0,,,,
1039,79675271.0,,,,
4019,79649880.0,,,,
4943,79581288.0,,,,
1168,79569206.0,,,,
4582,79558711.0,,,,
597,79499010.0,,,,
693,79476556.0,,,,
5368,79452040.0,,,,
4070,79422813.0,,,,
2741,79401074.0,,,,
4330,79399157.0,,,,
4105,79116489.0,,,,
550,79041597.0,,,,
4844,79035455.0,,,,
1076,79010144.0,,,,
921,79002014.0,,,,
4453,78998358.0,,,,
5074,78923699.0,,,,
1707,78881538.0,,,,
299,78836346.0,,,,
4061,78809899.0,,,,
3929,78802707.0,,,,
1592,78798550.0,,,,
4188,78753975.0,,,,
4600,78684761.0,,,,
3656,78679656.0,,,,
1139,78604960.0,,,,
966,78603520.0,,,,
3320,78558998.0,,,,
3840,78355971.0,,,,
3166,78338283.0,,,,
228,78283261.0,,,,
5189,78280323.0,,,,
3935,78231974.0,,,,
2750,78191186.0,,,,
1879,78173423.0,,,,
2775,78167396.0,,,,
2786,78150639.0,,,,
4186,78110413.0,,,,
6452,78040047.0,,,,
2193,77960342.0,,,,
2625,77880498.0,,,,
2893,77879186.0,,,,
1535,77852068.0,,,,
5915,77808215.0,,,,
285,77763679.0,,,,
6822,77741590.0,,,,
5881,77692973.0,,,,
3923,77658937.0,,,,
2836,77599452.0,,,,
2886,77562848.0,,,,
866,77553373.0,,,,
1320,77499651.0,,,,
5098,77418782.0,,,,
1442,77348911.0,,,,
1003,77343786.0,,,,
2228,77226449.0,,,,
6321,77222299.0,,,,
4892,77210032.0,,,,
2936,77198482.0,,,,
5214,77195685.0,,,,
3999,77195430.0,,,,
6233,77122913.0,,,,
6230,76939035.0,,,,
446,76784317.0,,,,
4398,76642721.0,,,,
4616,76628631.0,,,,
4868,76458296.0,,,,
5162,76458109.0,,,,
3574,76428928.0,,,,
5163,76405759.0,,,,
596,76361929.0,,,,
918,76303284.0,,,,
5135,76251508.0,,,,
3788,76248327.0,,,,
3073,76206945.0,,,,
967,76182768.0,,,,
4737,76176506.0,,,,
4624,76134753.0,,,,
3078,76107012.0,,,,
5059,76064528.0,,,,
3807,76047653.0,,,,
4219,76042264.0,,,,
6272,76021805.0,,,,
6025,76007193.0,,,,
5242,75967911.0,,,,
2289,75920244.0,,,,
5228,75912892.0,,,,
3587,75896836.0,,,,
4938,75863084.0,,,,
5911,75830258.0,,,,
4324,75758801.0,,,,
6154,75736107.0,,,,
3417,75697991.0,,,,
742,75648728.0,,,,
3209,75615433.0,,,,
4103,75586471.0,,,,
6269,75580013.0,,,,
6307,75569011.0,,,,
3641,75563037.0,,,,
5807,75553171.0,,,,
1532,75516905.0,,,,
5134,75428922.0,,,,
4149,75359614.0,,,,
2570,75283080.0,,,,
4278,75197671.0,,,,
1014,75168539.0,,,,
3782,75132676.0,,,,
3449,75072344.0,,,,
466,75001001.0,,,,
3845,74991651.0,,,,
1212,74986682.0,,,,
4925,74985254.0,,,,
3661,74926986.0,,,,
6122,74841065.0,,,,
655,74835543.0,,,,
3829,74706473.0,,,,
552,74686379.0,,,,
1551,74629910.0,,,,
692,74618439.0,,,,
4528,74597197.0,,,,
2965,74573714.0,,,,
1358,74573208.0,,,,
5808,74518964.0,,,,
2112,74516079.0,,,,
3327,74449288.0,,,,
5073,74447715.0,,,,
983,74355423.0,,,,
4865,74339122.0,,,,
4354,74323149.0,,,,
3281,74258126.0,,,,
5075,74255315.0,,,,
2993,74253309.0,,,,
3368,74213093.0,,,,
2046,74174543.0,,,,
2978,74156841.0,,,,
3106,74156182.0,,,,
4055,74134567.0,,,,
3533,74127752.0,,,,
3963,74052563.0,,,,
1109,73999308.0,,,,
5186,73983080.0,,,,
4510,73907253.0,,,,
4102,73902860.0,,,,
1937,73823517.0,,,,
3605,73752887.0,,,,
1152,73745840.0,,,,
3887,73683495.0,,,,
2023,73652043.0,,,,
4254,73554829.0,,,,
582,73540411.0,,,,
3933,73501405.0,,,,
891,73491586.0,,,,
5086,73464893.0,,,,
2186,73458122.0,,,,
572,73424378.0,,,,
3914,73403806.0,,,,
3219,73354595.0,,,,
2906,73349397.0,,,,
4639,73344752.0,,,,
2749,73267960.0,,,,
2949,73258362.0,,,,
2835,73239893.0,,,,
5043,73227112.0,,,,
5371,73205953.0,,,,
1524,73165130.0,,,,
4329,73156902.0,,,,
3435,73145706.0,,,,
1810,73120852.0,,,,
226,73114936.0,,,,
4265,73068178.0,,,,
4211,73058803.0,,,,
3945,73055453.0,,,,
4841,72981942.0,,,,
6224,72932143.0,,,,
750,72897064.0,,,,
6284,72877098.0,,,,
4858,72854563.0,,,,
1297,72849328.0,,,,
3071,72842794.0,,,,
4414,72833183.0,,,,
3568,72815044.0,,,,
4051,72677231.0,,,,
4358,72634979.0,,,,
2495,72624588.0,,,,
1544,72612219.0,,,,
1238,72581699.0,,,,
4505,72577784.0,,,,
721,72550182.0,,,,
5039,72490643.0,,,,
1460,72476042.0,,,,
5151,72426891.0,,,,
3499,72423910.0,,,,
669,72383446.0,,,,
2991,72377891.0,,,,
3456,72372280.0,,,,
